fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,Off,On,On,Off,On,On,0.07642912864685059,0.3149862289428711,141424,2.234792947769165,356663,1676,5.7721641063690186,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,0.08072972297668457,0.2586190700531006,140424,2.0743048191070557,356663,1676,4.8172924518585205,"[10, 50, 6, 4, 5]"
Off,On,On,On,On,On,Off,Off,On,On,Off,On,On,Off,On,On,Off,On,On,On,0.08592534065246582,0.2526431083679199,144448,2.061692237854004,356663,1676,4.863988399505615,"[10, 50, 6, 4, 5]"
Off,On,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,On,Off,Off,On,Off,Off,On,0.09759831428527832,0.257779598236084,145520,2.0813210010528564,356663,1676,4.8187644481658936,"[10, 50, 6, 4, 5]"
On,Off,Off,On,Off,Off,Off,On,On,On,On,Off,Off,On,On,Off,Off,Off,On,On,0.09617853164672852,0.257000207901001,144520,2.1224210262298584,356663,1676,4.8374433517456055,"[10, 50, 6, 4, 5]"
On,Off,Off,On,On,Off,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,On,Off,0.08469128608703613,0.28471970558166504,144448,2.0817315578460693,356663,1676,4.90382719039917,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,On,On,On,On,On,Off,Off,On,Off,Off,On,Off,On,On,Off,0.09170150756835938,0.2702343463897705,144520,2.108592987060547,356663,1676,4.968724489212036,"[10, 50, 6, 4, 5]"
Off,On,Off,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,On,On,Off,Off,On,0.09552454948425293,0.26558375358581543,145520,2.089869737625122,356663,1676,4.874894857406616,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,Off,On,On,Off,On,On,0.09039115905761719,0.7391707897186279,207208,4.1780846118927,828309,4503,7.492332696914673,"[10, 50, 6, 4, 10]"
Off,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,0.07768082618713379,0.7615656852722168,206008,4.123270034790039,828309,4503,7.359464406967163,"[10, 50, 6, 4, 10]"
