ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,evaluated_time,fidelity_setting,corr
On,Off,Off,On,Off,On,On,Off,On,On,On,On,On,On,On,Off,Off,Off,Off,Off,0.06127452850341797,2.7747647762298584,"[60, 10, 1, 4, 10]",0.6727272727272726
On,On,On,Off,On,Off,On,On,On,Off,Off,On,On,Off,Off,Off,On,On,On,Off,0.06777405738830566,2.749490737915039,"[60, 10, 1, 4, 10]",0.6727272727272726
On,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,On,On,Off,Off,0.07248258590698242,2.8358817100524902,"[60, 10, 1, 4, 10]",0.6727272727272726
On,On,On,Off,On,Off,On,Off,On,On,Off,On,On,Off,Off,Off,On,Off,On,Off,0.07399177551269531,2.7702431678771973,"[60, 10, 1, 4, 10]",0.6727272727272726
Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,Off,On,Off,0.07606911659240723,2.7493245601654053,"[60, 10, 1, 4, 10]",0.6727272727272726
On,Off,Off,On,On,On,On,Off,On,On,On,On,On,On,On,Off,On,Off,Off,Off,0.07618570327758789,2.8240489959716797,"[60, 10, 1, 4, 10]",0.6727272727272726
Off,On,On,On,On,Off,On,Off,On,On,On,On,On,On,Off,Off,On,Off,Off,On,0.07704997062683105,2.7658464908599854,"[60, 10, 1, 4, 10]",0.6727272727272726
On,On,Off,Off,Off,Off,On,On,On,Off,Off,On,On,Off,Off,Off,On,On,On,Off,0.07728719711303711,2.681999683380127,"[60, 10, 1, 4, 10]",0.6727272727272726
Off,Off,Off,On,Off,Off,Off,Off,On,On,On,On,Off,On,Off,On,On,On,On,Off,0.07778382301330566,2.72749924659729,"[60, 10, 1, 4, 10]",0.6727272727272726
Off,On,Off,On,Off,On,On,Off,On,On,On,On,On,Off,On,Off,On,Off,Off,Off,0.0787806510925293,2.7862389087677,"[60, 10, 1, 4, 10]",0.6727272727272726
On,Off,On,On,Off,On,On,Off,Off,On,Off,On,Off,On,On,On,Off,Off,On,On,0.07905030250549316,2.693042039871216,"[60, 10, 1, 4, 10]",0.6727272727272726
On,On,On,On,On,On,Off,On,Off,On,Off,On,On,Off,Off,Off,On,Off,On,Off,0.07915139198303223,2.706989288330078,"[60, 10, 1, 4, 10]",0.6727272727272726
On,On,On,On,On,Off,Off,On,Off,On,Off,Off,On,On,Off,Off,On,Off,On,Off,0.07969379425048828,2.770847797393799,"[60, 10, 1, 4, 10]",0.6727272727272726
On,On,Off,On,On,On,On,Off,On,On,On,Off,On,On,On,Off,Off,Off,Off,Off,0.08022546768188477,2.812168598175049,"[60, 10, 1, 4, 10]",0.6727272727272726
On,Off,On,Off,Off,Off,Off,Off,On,On,Off,Off,On,Off,On,Off,Off,Off,On,Off,0.08233189582824707,2.7534849643707275,"[60, 10, 1, 4, 10]",0.6727272727272726
On,Off,On,On,Off,On,On,Off,Off,On,Off,On,Off,On,On,Off,On,Off,On,On,0.08237361907958984,2.8431341648101807,"[60, 10, 1, 4, 10]",0.6727272727272726
Off,Off,Off,On,Off,On,On,Off,Off,On,Off,On,On,On,Off,On,On,On,On,On,0.08298563957214355,2.8713250160217285,"[60, 10, 1, 4, 10]",0.6727272727272726
On,Off,On,On,On,On,On,Off,Off,On,Off,On,Off,Off,Off,Off,On,Off,On,On,0.08350610733032227,2.7427940368652344,"[60, 10, 1, 4, 10]",0.6727272727272726
On,On,On,On,On,Off,Off,Off,Off,On,On,On,On,On,Off,Off,On,Off,On,Off,0.0837252140045166,2.8079066276550293,"[60, 10, 1, 4, 10]",0.6727272727272726
On,On,Off,On,On,Off,On,Off,On,On,On,Off,On,Off,On,Off,Off,Off,Off,On,0.0852959156036377,2.784118175506592,"[60, 10, 1, 4, 10]",0.6727272727272726
