inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
80,15,3,1,10,-0.0303030303030303,2.7377027034759522,0
60,35,3,1,10,0.5515151515151515,2.808323884010315,0
90,5,2,2,5,0.32121212121212117,2.7442670345306395,0
50,10,3,4,10,0.4545454545454545,3.4434003829956055,1
80,10,3,1,10,0.309090909090909,2.750467085838318,1
90,10,3,1,5,0.2606060606060606,2.7510695934295653,2
50,25,2,4,25,0.28484848484848485,3.612839674949646,2
80,15,3,1,35,0.28484848484848485,3.46426637172699,2
80,25,1,2,5,0.12727272727272726,2.7546210527420043,3
60,5,2,2,10,-0.2727272727272727,2.753965163230896,3
