time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,6,0.5,0.6363636363636362,40.6153071641922,0
30,25,15000,6,0.8,0.9515151515151514,40.896539783477785,0
30,25,15000,8,0.5,0.8060606060606059,42.49296009540558,1
30,30,25000,10,0.5,0.8787878787878788,54.61573984622955,1
40,40,35000,4,0.5,0.9393939393939393,62.902802276611325,1
50,40,15000,4,0.5,0.9272727272727272,62.34386892318726,1
35,30,25000,4,0.5,0.8424242424242423,48.753279495239255,1
35,35,15000,4,0.5,0.7818181818181817,46.163547325134275,2
45,45,25000,10,0.5,0.9151515151515152,78.1249349117279,2
40,40,40000,4,0.5,0.9030303030303028,65.86081187725067,2
