ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,On,On,0.09699368476867676,5.589614391326904,1251544,34.986820220947266,2152160,10605,43.34229779243469,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,0.08029508590698242,5.520380258560181,1252968,34.71603775024414,2152160,10605,42.68511438369751,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,On,On,Off,Off,Off,On,On,Off,On,Off,Off,On,On,Off,Off,0.09113693237304688,5.55384087562561,1252968,34.68236708641052,2152160,10605,42.86905288696289,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,On,On,Off,Off,On,On,On,On,On,On,Off,Off,Off,On,0.10794234275817871,5.503102540969849,1248872,34.65982460975647,2152160,10605,42.69611072540283,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,On,On,On,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,0.08888387680053711,5.530579090118408,1252968,34.8312292098999,2152160,10605,42.951465368270874,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,On,On,On,On,On,On,0.09519720077514648,5.498407602310181,1248872,34.838069915771484,2152160,10605,42.950114727020264,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,Off,On,Off,On,On,On,On,On,On,On,On,Off,On,Off,0.08902812004089355,5.560847043991089,1248872,35.032374143600464,2152160,10605,43.13510537147522,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,Off,Off,Off,Off,On,Off,On,On,Off,On,Off,On,Off,On,0.10148310661315918,5.529371738433838,1248872,34.678327322006226,2152160,10605,42.76987361907959,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,Off,On,On,0.08466911315917969,5.5428078174591064,1255640,34.71553158760071,2152160,10605,42.753901958465576,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,On,On,On,Off,Off,On,Off,Off,On,Off,On,Off,On,Off,0.09264850616455078,5.528785943984985,1252968,34.674418926239014,2152160,10605,42.79902911186218,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,On,On,0.08620023727416992,0.4376833438873291,163744,0.46741485595703125,222318,1312,3.5304410457611084,"[70, 35, 1, 4, 35]"
Off,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,0.09277915954589844,0.4521055221557617,173360,0.4450571537017822,222318,1312,3.398158550262451,"[70, 35, 1, 4, 35]"
Off,Off,On,On,On,On,On,Off,Off,Off,On,On,Off,On,Off,Off,On,On,Off,Off,0.07188796997070312,0.45929598808288574,173360,0.4633009433746338,222318,1312,3.3861827850341797,"[70, 35, 1, 4, 35]"
Off,On,On,On,On,Off,On,On,Off,Off,On,On,On,On,On,On,Off,Off,Off,On,0.08795881271362305,0.4485471248626709,165168,0.4437422752380371,222318,1312,3.5015170574188232,"[70, 35, 1, 4, 35]"
On,On,On,On,On,On,On,On,On,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,0.10238099098205566,0.45416855812072754,173360,0.4603149890899658,222318,1312,3.3973350524902344,"[70, 35, 1, 4, 35]"
On,Off,On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,On,On,On,On,On,On,0.08658838272094727,0.43816614151000977,165168,0.4472007751464844,222318,1312,3.435926914215088,"[70, 35, 1, 4, 35]"
On,On,Off,Off,On,Off,Off,On,Off,On,On,On,On,On,On,On,On,Off,On,Off,0.08507084846496582,0.43333983421325684,165168,0.4600837230682373,222318,1312,3.5300991535186768,"[70, 35, 1, 4, 35]"
On,On,On,Off,On,On,Off,Off,Off,Off,On,Off,On,On,Off,On,Off,On,Off,On,0.10183143615722656,0.4595451354980469,165168,0.4537990093231201,222318,1312,3.562432289123535,"[70, 35, 1, 4, 35]"
Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,Off,On,On,0.09728789329528809,0.4595351219177246,167840,0.4595677852630615,222318,1312,3.4453184604644775,"[70, 35, 1, 4, 35]"
On,On,Off,On,Off,On,On,On,On,Off,Off,On,Off,Off,On,Off,On,Off,On,Off,0.09705233573913574,0.45641398429870605,173360,0.4518587589263916,222318,1312,3.4681098461151123,"[70, 35, 1, 4, 35]"
Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,On,On,0.08223319053649902,0.249159574508667,60648,0.14301276206970215,61351,468,2.948612928390503,"[50, 25, 2, 2, 10]"
Off,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,0.09568381309509277,0.21572256088256836,66168,0.12827253341674805,61351,468,2.9229748249053955,"[50, 25, 2, 2, 10]"
Off,Off,On,On,On,On,On,Off,Off,Off,On,On,Off,On,Off,Off,On,On,Off,Off,0.09238076210021973,0.2344498634338379,66168,0.14827609062194824,61351,468,3.018240213394165,"[50, 25, 2, 2, 10]"
Off,On,On,On,On,Off,On,On,Off,Off,On,On,On,On,On,On,Off,Off,Off,On,0.07776570320129395,0.2222599983215332,62072,0.14790916442871094,61351,468,2.865548849105835,"[50, 25, 2, 2, 10]"
On,On,On,On,On,On,On,On,On,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,0.0879983901977539,0.20983624458312988,66168,0.13350582122802734,61351,468,2.8955237865448,"[50, 25, 2, 2, 10]"
On,Off,On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,On,On,On,On,On,On,0.09012055397033691,0.21336698532104492,62072,0.14148545265197754,61351,468,2.9093737602233887,"[50, 25, 2, 2, 10]"
On,On,Off,Off,On,Off,Off,On,Off,On,On,On,On,On,On,On,On,Off,On,Off,0.09422779083251953,0.21373343467712402,62072,0.13461828231811523,61351,468,2.795930862426758,"[50, 25, 2, 2, 10]"
On,On,On,Off,On,On,Off,Off,Off,Off,On,Off,On,On,Off,On,Off,On,Off,On,0.10073733329772949,0.22718381881713867,62072,0.13950514793395996,61351,468,3.0260016918182373,"[50, 25, 2, 2, 10]"
