fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,0.08484220504760742,0.32004690170288086,140352,2.23237681388855,356663,1676,5.767206430435181,"[10, 50, 6, 4, 5]"
On,On,On,On,On,Off,Off,On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,On,0.10516643524169922,0.2916436195373535,144520,2.07926344871521,356663,1676,4.93344259262085,"[10, 50, 6, 4, 5]"
Off,On,Off,On,On,Off,On,On,Off,On,Off,Off,Off,Off,On,On,Off,On,On,Off,0.08553338050842285,0.2586851119995117,144520,2.1199469566345215,356663,1676,4.873856544494629,"[10, 50, 6, 4, 5]"
On,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,On,On,On,Off,Off,On,Off,Off,0.08140730857849121,0.28153181076049805,140352,2.071605682373047,356663,1676,5.015023708343506,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,Off,On,Off,Off,0.07371354103088379,0.2673959732055664,140352,2.13279390335083,356663,1676,4.946805000305176,"[10, 50, 6, 4, 5]"
Off,Off,Off,On,On,On,On,On,Off,On,Off,Off,On,Off,On,On,Off,Off,Off,On,0.08508563041687012,0.2601771354675293,144520,2.1154494285583496,356663,1676,4.808592319488525,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,0.09312725067138672,0.2521791458129883,140424,2.080350399017334,356663,1676,4.889070272445679,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,Off,On,Off,On,0.07339000701904297,0.2635166645050049,140352,2.1152055263519287,356663,1676,4.9521379470825195,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,Off,On,Off,On,0.08571434020996094,0.7474758625030518,205976,4.131537199020386,828309,4503,7.377823829650879,"[10, 50, 6, 4, 10]"
Off,Off,Off,Off,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,Off,On,Off,Off,0.07750821113586426,0.7571313381195068,205976,4.135561227798462,828309,4503,7.379990339279175,"[10, 50, 6, 4, 10]"
On,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,On,On,On,Off,Off,On,Off,Off,0.08552694320678711,0.7414283752441406,205976,4.107062578201294,828309,4503,7.396252632141113,"[10, 50, 6, 4, 10]"
On,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,0.09140872955322266,0.7038185596466064,205976,4.1281561851501465,828309,4503,7.341028690338135,"[10, 50, 6, 4, 10]"
Off,Off,Off,Off,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,Off,On,Off,Off,0.07497048377990723,0.7050156593322754,241456,6.7775914669036865,866233,4708,10.047981977462769,"[10, 50, 6, 4, 25]"
On,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,On,On,On,Off,Off,On,Off,Off,0.07520008087158203,0.6827085018157959,241456,6.766039848327637,866233,4708,10.052637100219727,"[10, 50, 6, 4, 25]"
Off,Off,Off,Off,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,Off,On,Off,Off,0.09365963935852051,1.5361027717590332,513704,34.12653136253357,2152160,10605,38.19812870025635,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,On,On,Off,Off,Off,On,Off,On,0.0830698013305664,0.743610143661499,206008,4.157027959823608,828309,4503,7.492556571960449,"[10, 50, 6, 4, 10]"
Off,On,On,Off,On,On,On,On,On,Off,On,On,Off,Off,On,On,On,On,On,On,0.08164525032043457,0.7569069862365723,207240,4.130332708358765,828309,4503,7.416449069976807,"[10, 50, 6, 4, 10]"
On,On,Off,On,On,Off,On,On,Off,On,Off,On,On,Off,On,Off,On,On,Off,On,0.11794281005859375,0.7313516139984131,207240,4.130459308624268,828309,4503,7.4173383712768555,"[10, 50, 6, 4, 10]"
Off,On,Off,Off,Off,On,Off,On,On,On,On,Off,On,On,Off,Off,Off,On,Off,On,0.08955168724060059,0.7498078346252441,206008,4.128722906112671,828309,4503,7.518675804138184,"[10, 50, 6, 4, 10]"
Off,Off,On,Off,On,Off,Off,On,Off,On,On,On,Off,On,On,Off,On,Off,Off,On,0.0904076099395752,0.7077498435974121,207240,4.119912385940552,828309,4503,7.4083099365234375,"[10, 50, 6, 4, 10]"
On,On,On,Off,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,On,On,0.08452415466308594,0.761512279510498,205976,4.126049757003784,828309,4503,7.48627495765686,"[10, 50, 6, 4, 10]"
Off,On,On,Off,On,On,On,On,On,Off,On,On,Off,Off,On,On,On,On,On,On,0.09873676300048828,0.7129225730895996,242680,6.865814447402954,866233,4708,10.219642400741577,"[10, 50, 6, 4, 25]"
Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,On,On,Off,Off,Off,On,Off,On,0.08255171775817871,0.6964609622955322,241528,6.816245794296265,866233,4708,10.118643999099731,"[10, 50, 6, 4, 25]"
On,On,On,Off,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,On,On,0.09104251861572266,0.6775145530700684,241456,6.799876928329468,866233,4708,9.930867195129395,"[10, 50, 6, 4, 25]"
Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,On,On,Off,Off,Off,On,Off,On,0.08435964584350586,1.5445420742034912,513896,34.11149740219116,2152160,10605,38.15010166168213,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,Off,On,Off,Off,On,On,Off,0.0815744400024414,0.7809486389160156,245624,6.784749269485474,866233,4708,10.064961671829224,"[10, 50, 6, 4, 25]"
On,Off,Off,Off,On,On,Off,Off,Off,On,On,Off,Off,Off,On,On,On,On,Off,Off,0.09012532234191895,0.7217352390289307,242608,6.759454011917114,866233,4708,10.049098491668701,"[10, 50, 6, 4, 25]"
Off,On,On,On,Off,On,On,Off,Off,On,Off,Off,Off,On,On,Off,On,Off,On,Off,0.08832931518554688,0.7253639698028564,242608,6.746479272842407,866233,4708,9.941017150878906,"[10, 50, 6, 4, 25]"
On,On,On,On,Off,On,On,Off,Off,Off,Off,On,On,On,On,Off,On,On,Off,On,0.08573508262634277,0.6772568225860596,242608,6.785951852798462,866233,4708,9.975682497024536,"[10, 50, 6, 4, 25]"
Off,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,Off,On,Off,Off,On,On,Off,0.0828549861907959,1.5474441051483154,522088,34.09574246406555,2152160,10605,38.260648012161255,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,On,Off,Off,Off,Off,On,On,On,On,Off,On,On,Off,On,0.08295750617980957,1.4983024597167969,523192,34.02197003364563,2152160,10605,38.06889247894287,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,On,Off,On,On,Off,On,On,Off,Off,Off,On,Off,On,Off,0.08367300033569336,1.4778013229370117,515000,34.065882444381714,2152160,10605,38.161131381988525,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,Off,Off,Off,On,On,Off,Off,On,On,On,On,On,On,Off,0.07203340530395508,1.4811680316925049,523192,34.11628484725952,2152160,10605,38.167086362838745,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,On,Off,On,Off,Off,Off,On,On,Off,Off,Off,Off,Off,On,On,0.0822911262512207,1.5112478733062744,522088,34.08979630470276,2152160,10605,38.044161558151245,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,Off,Off,On,Off,On,Off,Off,Off,On,On,Off,On,On,Off,On,0.09516477584838867,1.504819631576538,523384,34.04404354095459,2152160,10605,38.14459991455078,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,On,On,On,Off,Off,Off,0.08013606071472168,0.26813364028930664,145520,2.0952093601226807,356663,1676,4.934218645095825,"[10, 50, 6, 4, 5]"
Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,On,On,Off,Off,Off,On,On,On,0.09388995170593262,0.2945835590362549,144448,2.069148063659668,356663,1676,4.93306565284729,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,Off,On,Off,On,On,Off,On,On,On,Off,On,Off,Off,On,On,Off,0.08919000625610352,0.298969030380249,140424,2.079968214035034,356663,1676,4.943380832672119,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,0.07988357543945312,0.26790928840637207,144448,2.095461845397949,356663,1676,4.850495338439941,"[10, 50, 6, 4, 5]"
Off,On,On,On,Off,Off,On,On,On,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,0.0884699821472168,0.29645323753356934,145592,2.0783371925354004,356663,1676,4.999976873397827,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,On,On,On,Off,On,Off,Off,On,0.09675407409667969,0.2594740390777588,141424,2.0670721530914307,356663,1676,4.893024921417236,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,Off,Off,Off,On,Off,On,Off,On,Off,On,Off,Off,On,Off,Off,0.08470940589904785,0.2651855945587158,144448,2.087473154067993,356663,1676,4.872176885604858,"[10, 50, 6, 4, 5]"
Off,On,On,Off,On,Off,On,Off,Off,Off,On,Off,Off,On,On,On,On,Off,On,Off,0.08927702903747559,0.2474689483642578,141424,2.0697615146636963,356663,1676,4.892218828201294,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,0.09565591812133789,0.726334810256958,205976,4.158996820449829,828309,4503,7.568737983703613,"[10, 50, 6, 4, 10]"
Off,On,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,On,On,On,Off,Off,Off,0.07004833221435547,0.7890896797180176,207208,4.141763925552368,828309,4503,7.391970157623291,"[10, 50, 6, 4, 10]"
Off,Off,On,On,On,Off,Off,Off,On,Off,On,Off,On,Off,On,Off,Off,On,Off,Off,0.08372211456298828,0.766789436340332,205976,4.1106858253479,828309,4503,7.393317222595215,"[10, 50, 6, 4, 10]"
Off,On,On,On,Off,Off,On,On,On,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,0.08425736427307129,0.7721107006072998,207240,4.129676580429077,828309,4503,7.446148633956909,"[10, 50, 6, 4, 10]"
Off,On,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,On,On,On,Off,Off,Off,0.08675646781921387,0.6915762424468994,242608,6.776904821395874,866233,4708,10.146031379699707,"[10, 50, 6, 4, 25]"
Off,Off,On,On,On,Off,Off,Off,On,Off,On,Off,On,Off,On,Off,Off,On,Off,Off,0.0899667739868164,0.7153239250183105,241456,6.76724910736084,866233,4708,10.008312702178955,"[10, 50, 6, 4, 25]"
Off,On,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,On,On,On,Off,Off,Off,0.09791111946105957,1.5162787437438965,523192,34.039170026779175,2152160,10605,38.08482813835144,"[10, 50, 6, 4, 50]"
