ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,Off,On,On,On,On,On,Off,Off,Off,On,On,On,Off,On,Off,On,Off,Off,0.08550357818603516,0.4653608798980713,237848,2.31028151512146,356663,1676,5.415498495101929,"[10, 50, 6, 4, 5]"
On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,Off,0.08434486389160156,0.42288899421691895,241944,2.188779354095459,356663,1676,5.159190654754639,"[10, 50, 6, 4, 5]"
On,On,Off,On,On,Off,On,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,On,On,0.06883358955383301,0.39130449295043945,241944,2.1708524227142334,356663,1676,5.143883943557739,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,Off,On,On,Off,On,On,Off,Off,On,On,On,On,Off,Off,On,On,0.08465981483459473,0.40369415283203125,237848,2.2501728534698486,356663,1676,5.1336188316345215,"[10, 50, 6, 4, 5]"
Off,Off,On,On,Off,On,On,On,On,On,Off,Off,Off,On,On,On,On,Off,Off,Off,0.09934830665588379,0.4622373580932617,237848,2.2293596267700195,356663,1676,5.170783042907715,"[10, 50, 6, 4, 5]"
Off,On,On,On,On,On,Off,Off,Off,On,On,On,On,Off,On,On,On,On,Off,Off,0.09373998641967773,0.4089987277984619,236416,2.1861441135406494,356663,1676,5.103654623031616,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,Off,On,On,On,On,0.08857440948486328,0.39701008796691895,240512,2.199368715286255,356663,1676,5.140425443649292,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,On,Off,On,Off,Off,On,0.09871363639831543,0.42031431198120117,240512,2.2048869132995605,356663,1676,5.143373489379883,"[10, 50, 6, 4, 5]"
On,On,Off,On,On,Off,On,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,On,On,0.08999013900756836,1.442371129989624,469384,4.273318767547607,828309,4503,8.200394868850708,"[10, 50, 6, 4, 10]"
On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,Off,0.08513355255126953,1.4523816108703613,469384,4.259835958480835,828309,4503,8.26597547531128,"[10, 50, 6, 4, 10]"
On,Off,Off,Off,Off,On,On,Off,On,On,Off,Off,On,On,On,On,Off,Off,On,On,0.09122204780578613,1.4411897659301758,465288,4.265269994735718,828309,4503,8.32659363746643,"[10, 50, 6, 4, 10]"
On,On,Off,On,On,On,On,On,Off,Off,Off,On,On,On,Off,On,Off,On,Off,Off,0.0916140079498291,1.4526817798614502,465288,4.261348724365234,828309,4503,8.247339487075806,"[10, 50, 6, 4, 10]"
On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,Off,0.0902407169342041,1.5247037410736084,504440,7.162062168121338,866233,4708,11.238500833511353,"[10, 50, 6, 4, 25]"
On,On,Off,On,On,Off,On,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,On,On,0.08939146995544434,1.4880657196044922,504440,7.150138854980469,866233,4708,11.226642608642578,"[10, 50, 6, 4, 25]"
On,On,Off,On,On,Off,On,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,On,On,0.09083914756774902,5.486520767211914,1252968,34.73632001876831,2152160,10605,42.757373094558716,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,On,On,Off,Off,On,Off,On,Off,0.07930397987365723,1.4463801383972168,472056,4.269272089004517,828309,4503,8.307909727096558,"[10, 50, 6, 4, 10]"
On,On,Off,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,Off,On,On,On,On,On,0.08980655670166016,1.4416217803955078,465288,4.240678310394287,828309,4503,8.263832330703735,"[10, 50, 6, 4, 10]"
On,Off,Off,On,On,Off,On,On,Off,On,Off,On,On,On,On,On,Off,Off,Off,Off,0.09312105178833008,1.4336981773376465,465288,4.261760950088501,828309,4503,8.140232801437378,"[10, 50, 6, 4, 10]"
On,On,On,On,Off,On,Off,On,On,On,Off,On,On,Off,On,Off,Off,Off,Off,On,0.09697246551513672,1.4571263790130615,469384,4.2595531940460205,828309,4503,8.285419702529907,"[10, 50, 6, 4, 10]"
