time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
45,45,30000,6,0.5,0.9757575757575757,73.13053650856018,0
35,30,10000,6,0.5,0.9515151515151514,44.95529131889343,0
30,30,10000,6,0.9,0.5636363636363636,39.94484133720398,0
55,30,45000,6,0.7,0.9636363636363635,84.41578488349914,1
30,20,20000,10,0.5,0.8181818181818182,45.56134021282196,1
50,35,35000,8,0.5,0.9393939393939393,82.87104210853576,1
30,20,45000,10,0.5,0.9393939393939393,61.335215258598325,1
35,30,20000,6,0.7,0.709090909090909,49.47458028793335,2
50,35,40000,10,0.5,0.9393939393939393,92.34929926395417,2
30,35,20000,10,0.9,0.7454545454545454,52.969750666618346,2
