innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
244,657360450,505,186405618,112568781,938048030,107677,2697512,0,87,14028153174,14358,177249218,33,76708943,minimal,3737,68125055,84,597588,419.56,44.9206907749176,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
89,1067511099,505,963930822,95321443,938048030,63316,425322097,0,15,13246702645,26286,416085921,52,56460792,minimal,3737,65608031,21,847446,408.31,44.81967043876648,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
19,279971643,1399,183485307,91676132,141052222,58052,761649845,0,15,15576011783,22984,2651393821,28,92231524,noblob,1515,77112388,44,711485,405.37,44.160794734954834,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
977,696794398,1129,39196381,41207244,285159770,29181,461150604,2,70,10875826333,14358,3719351831,42,79912861,minimal,8397,42523405,17,485956,402.46,44.14954590797424,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
440,233193973,286,918105932,95647376,868893171,68078,279597178,2,83,10875826333,14358,1892715854,114,90608726,minimal,1992,68125055,44,225079,400.38,44.33073043823242,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
244,279971643,286,183485307,95647376,321280982,58052,761649845,2,15,15576011783,14358,1790261481,114,92231524,minimal,8397,77112388,84,711485,389.32,43.7688992023468,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
757,657360450,1799,862950990,103283214,468335860,73067,2697512,0,87,14028153174,10910,177249218,33,76708943,minimal,2832,66913176,94,992695,388.33,44.41098642349243,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
89,657360450,505,186405618,95321443,938048030,63316,2697512,0,87,14028153174,26286,177249218,33,76708943,minimal,3737,66913176,94,992695,387.14,44.21561861038208,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
985,546355202,286,61667122,95647376,633461346,123584,374135954,2,83,14635990437,14358,3513368720,114,89425660,noblob,9878,14798384,65,441470,386.82,43.657413721084595,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
757,546355202,286,855247655,95647376,1140017,68078,279597178,0,83,10875826333,1323,416085921,114,10681337,minimal,2832,65608031,84,225079,386.49,44.059988498687744,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
603,233193973,1129,749982886,15142761,468335860,29181,73118192,0,15,14306316546,3261,1790261481,115,90608726,minimal,9096,42523405,17,597588,385.61,45.28222870826721,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
244,233193973,12755,918105932,39413500,321280982,107677,470578991,0,68,14306316546,3261,1790261481,114,90608726,minimal,9096,116130245,56,597588,384.92,44.46145582199097,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
603,233193973,1129,39196381,39413500,321280982,29181,470578991,2,70,14306316546,3261,1790261481,115,90608726,minimal,8397,42523405,17,597588,384.75,44.383142709732056,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
757,1067511099,1799,862950990,103283214,468335860,73067,425322097,0,15,13246702645,10910,416085921,91,56460792,minimal,2832,65608031,21,847446,383.7,43.53558039665222,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
19,546355202,1399,855247655,91676132,141052222,107677,556186330,0,83,10875826333,22984,2984818926,28,10681337,noblob,1515,68125055,84,597588,383.56,44.08624243736267,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
244,233193973,1399,749982886,15142761,468335860,73067,73118192,0,15,13462808918,3261,1790261481,67,92231524,minimal,9096,116130245,56,597588,383.31,44.23913073539734,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
368,279971643,286,183485307,95647376,285159770,58052,761649845,2,70,13288526259,14358,3719351831,42,79912861,minimal,8397,77112388,17,485956,382.69,44.004921197891235,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
440,546355202,286,855247655,95647376,868893171,68078,279597178,2,83,10875826333,14358,2984818926,114,10681337,minimal,8397,68125055,84,225079,382.01,44.30790662765503,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
244,233193973,286,918105932,95647376,321280982,107677,556186330,2,83,10875826333,14358,1790261481,114,90608726,minimal,8397,68125055,84,597588,380.58,44.9843487739563,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
730,275942070,2282,1009375465,95430348,643428769,52274,105209459,0,12,14496596358,1850,4017790900,111,90574802,minimal,9729,132140058,95,895807,380.5,44.09972262382507,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
