threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,30,20,True,0.7333333333333332,20.071724343299866,0
8,35,10,True,0.5272727272727272,10.054341125488282,0
8,25,55,True,0.7696969696969697,55.11556737422943,0
8,50,40,True,0.6242424242424242,40.120529961586,1
8,35,35,True,0.41818181818181815,35.09790687561035,1
8,35,25,True,0.11515151515151514,25.08683559894562,1
8,15,60,True,0.5878787878787878,60.07586524486542,2
8,15,45,True,0.2121212121212121,45.078129577636716,2
8,40,55,True,0.38181818181818183,55.126330614089966,2
8,45,60,True,0.4545454545454545,60.101566314697266,3
