threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,30,20,True,0.6121212121212121,20.07379081249237,0
8,35,10,True,0.5030303030303029,10.055443215370179,0
8,15,45,True,0.5878787878787878,45.073208165168765,1
8,35,35,True,-0.2606060606060606,35.09905424118042,1
8,50,40,True,-0.01818181818181818,40.120845150947574,1
8,35,25,True,-0.2606060606060606,25.090239095687867,1
8,25,55,True,0.5393939393939393,55.10857832431793,2
8,40,55,True,-0.06666666666666665,55.12333164215088,3
8,15,60,True,-0.05454545454545454,60.07617185115814,3
8,45,60,True,-0.35757575757575755,60.117437195777896,4
