threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,30,20,True,0.6121212121212121,20.07379081249237,0
8,35,10,True,0.5030303030303029,10.055443215370179,0
8,30,45,False,0.6363636363636362,45.096126198768616,0
8,50,20,True,0.6121212121212121,20.0818692445755,0
8,30,55,True,0.8060606060606059,55.112346386909486,0
4,30,20,True,-0.28484848484848485,20.073195219039917,1
8,15,45,True,0.5878787878787878,45.073208165168765,1
8,45,40,True,0.24848484848484845,40.11344714164734,1
10,50,20,True,0.16363636363636364,20.084400033950807,1
8,30,60,True,0.6121212121212121,60.11677014827728,1
