innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
732,810149841,1527,769652022,119275453,835528149,64692,945511309,0,35,11413045588,4585,2818686616,112,86255107,noblob,5703,6260860,25,227351,297.24,250.73812079429626,"[180, 50, 100000, 4, 0.5]",1
729,810149841,1527,529426498,105345296,835528149,21652,974674954,2,64,13370761215,9634,2818686616,65,105244160,noblob,5703,52718189,54,867364,292.23,253.8712112903595,"[180, 50, 100000, 4, 0.5]",1
1,810149841,1527,529426498,105345296,835528149,21652,318954696,0,64,11528818895,9634,2818686616,49,87712956,noblob,5703,52718189,40,356810,281.45,234.99374842643738,"[180, 50, 100000, 4, 0.5]",1
905,350998128,2823,696406373,81652951,714177780,114463,403830476,2,93,13370761215,23676,35972290,65,105244160,full,5864,2369259,54,867364,280.77,259.7090308666229,"[180, 50, 100000, 4, 0.5]",1
732,810149841,1527,799243332,119275453,835528149,64692,599322597,0,8,11413045588,10883,2818686616,2,86255107,noblob,4633,6260860,25,529456,279.0,251.76817989349365,"[180, 50, 100000, 4, 0.5]",1
38,766322845,4922,769652022,108624210,835722076,32260,945511309,0,35,15387352800,4585,2148060437,112,126324978,noblob,5703,9863551,46,227351,277.2,248.04581785202026,"[180, 50, 100000, 4, 0.5]",1
614,808394151,2823,799243332,81652951,835722076,114463,599322597,0,93,11528818895,23676,2148060437,2,126324978,full,4633,2369259,40,356810,275.97,251.6165087223053,"[180, 50, 100000, 4, 0.5]",1
614,445989870,4922,799243332,108624210,1140017,64586,724511396,0,70,15353012312,6150,544050472,44,126324978,noblob,7782,57554095,82,878630,273.63,242.8963725566864,"[180, 50, 100000, 4, 0.5]",1
614,736471897,4922,799243332,108624210,1140017,102131,724511396,0,70,15353012312,6150,544050472,2,126324978,noblob,4633,21108526,94,878630,270.89,251.23078513145447,"[180, 50, 100000, 4, 0.5]",1
0,736471897,4922,592834546,108624210,1140017,32260,599322597,0,70,11807252267,1323,2148060437,2,126324978,minimal,10038,9863551,98,529456,270.65,246.81204867362976,"[180, 50, 100000, 4, 0.5]",1
1,350998128,2823,696406373,81652951,714177780,114463,318954696,0,93,11528818895,23676,35972290,49,87712956,full,5864,2369259,40,356810,270.21,233.0339674949646,"[180, 50, 100000, 4, 0.5]",1
614,350998128,4922,799243332,81652951,982132090,102131,318954696,0,93,11807252267,23676,35972290,2,87712956,full,4633,2369259,40,356810,269.55,256.94203662872314,"[180, 50, 100000, 4, 0.5]",1
1,808394151,2823,696406373,81652951,714177780,114463,318954696,0,93,11528818895,23676,35972290,49,87712956,full,5864,2369259,40,356810,269.34,234.67008662223816,"[180, 50, 100000, 4, 0.5]",1
530,736471897,4922,799243332,108624210,982132090,102131,599322597,0,70,11807252267,6150,2148060437,2,126324978,noblob,4633,9863551,46,529456,266.71,249.71380066871643,"[180, 50, 100000, 4, 0.5]",1
614,736471897,4922,799243332,108624210,982132090,102131,599322597,0,70,11807252267,6150,2148060437,2,126324978,noblob,4633,9863551,46,529456,266.33,249.5407497882843,"[180, 50, 100000, 4, 0.5]",1
614,766322845,4922,799243332,108624210,835722076,32260,599322597,0,73,15387352800,10883,2148060437,2,126324978,noblob,9497,9863551,46,529456,265.97,247.42212867736816,"[180, 50, 100000, 4, 0.5]",1
614,766322845,4922,799243332,108624210,835722076,32260,599322597,0,8,15387352800,10883,2148060437,2,126324978,noblob,4633,9863551,46,529456,265.87,248.96938157081604,"[180, 50, 100000, 4, 0.5]",1
1,736471897,2823,696406373,108624210,714177780,114463,599322597,0,70,11528818895,6150,2148060437,49,126324978,noblob,5864,9863551,46,529456,265.7,235.43811297416687,"[180, 50, 100000, 4, 0.5]",1
614,445989870,4922,799243332,108624210,982132090,64586,599322597,0,70,11807252267,6150,2148060437,25,126324978,noblob,7782,57554095,46,529456,265.49,246.4996018409729,"[180, 50, 100000, 4, 0.5]",1
1,736471897,2823,799243332,81652951,1002349387,114463,318954696,0,40,15387352800,1323,35972290,44,39183847,full,7752,9863551,40,356810,265.23,232.63564562797546,"[180, 50, 100000, 4, 0.5]",1
