ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,On,On,On,On,On,On,On,On,On,On,On,On,Off,On,On,Off,On,Off,0.0766911506652832,0.4819509983062744,237848,2.335871458053589,356663,1676,5.539446830749512,"[10, 50, 6, 4, 5]"
On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,On,On,On,On,0.09850311279296875,0.4073033332824707,241944,2.2553672790527344,356663,1676,5.21477746963501,"[10, 50, 6, 4, 5]"
On,On,Off,Off,On,Off,On,On,Off,Off,On,Off,On,Off,On,Off,Off,On,Off,Off,0.08212780952453613,0.4003753662109375,241944,2.254789113998413,356663,1676,5.130289554595947,"[10, 50, 6, 4, 5]"
Off,Off,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On,0.09307241439819336,0.393096923828125,236416,2.211195707321167,356663,1676,5.101042747497559,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,0.08974051475524902,0.39525914192199707,240512,2.238034725189209,356663,1676,5.181501626968384,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,Off,Off,Off,On,0.07877540588378906,0.4024202823638916,237848,2.24908185005188,356663,1676,5.164113759994507,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,On,On,0.09017562866210938,0.41266775131225586,241944,2.2334299087524414,356663,1676,5.2494471073150635,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,Off,On,Off,Off,Off,Off,Off,Off,0.09770464897155762,0.4105374813079834,240512,2.2433507442474365,356663,1676,5.28045392036438,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,On,On,On,On,On,On,On,On,On,Off,On,On,Off,On,Off,0.0878899097442627,1.4464099407196045,465288,4.277404546737671,828309,4503,8.359728336334229,"[10, 50, 6, 4, 10]"
On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,Off,Off,Off,On,0.0889132022857666,1.429349660873413,465288,4.282628774642944,828309,4503,8.238861322402954,"[10, 50, 6, 4, 10]"
On,On,Off,Off,On,Off,On,On,Off,Off,On,Off,On,Off,On,Off,Off,On,Off,Off,0.07242488861083984,1.4296703338623047,469384,4.273630142211914,828309,4503,8.315498352050781,"[10, 50, 6, 4, 10]"
Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,0.09470653533935547,1.43367338180542,472056,4.274212837219238,828309,4503,8.397887706756592,"[10, 50, 6, 4, 10]"
On,On,Off,Off,On,Off,On,On,Off,Off,On,Off,On,Off,On,Off,Off,On,Off,Off,0.08274245262145996,1.545086145401001,504440,7.187581777572632,866233,4708,11.378611087799072,"[10, 50, 6, 4, 25]"
Off,Off,On,On,On,On,On,On,On,On,On,On,On,On,Off,On,On,Off,On,Off,0.09114527702331543,1.5002036094665527,496248,7.160982608795166,866233,4708,11.1582932472229,"[10, 50, 6, 4, 25]"
On,On,Off,Off,On,Off,On,On,Off,Off,On,Off,On,Off,On,Off,Off,On,Off,Off,0.07307815551757812,5.531030178070068,1252968,34.6739182472229,2152160,10605,42.80091166496277,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,On,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,Off,0.09879684448242188,1.4412083625793457,469384,4.285708427429199,828309,4503,8.425865173339844,"[10, 50, 6, 4, 10]"
On,Off,Off,On,On,Off,Off,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,0.10238099098205566,1.4449362754821777,465288,4.264133453369141,828309,4503,8.330767631530762,"[10, 50, 6, 4, 10]"
Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,0.09328794479370117,1.4428155422210693,472056,4.268519401550293,828309,4503,8.313109874725342,"[10, 50, 6, 4, 10]"
Off,Off,On,Off,On,On,Off,On,On,On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,0.09668278694152832,1.4413256645202637,472056,4.2642552852630615,828309,4503,8.296562910079956,"[10, 50, 6, 4, 10]"
Off,On,Off,On,Off,On,Off,On,Off,Off,On,On,On,Off,Off,Off,On,On,On,Off,0.09921598434448242,1.4565367698669434,472056,4.282252311706543,828309,4503,8.321287631988525,"[10, 50, 6, 4, 10]"
On,On,Off,On,On,Off,On,Off,On,On,On,On,Off,On,On,On,Off,On,Off,Off,0.09050965309143066,1.4439475536346436,465288,4.26523756980896,828309,4503,8.363728523254395,"[10, 50, 6, 4, 10]"
On,On,Off,On,On,Off,On,Off,On,On,On,On,Off,On,On,On,Off,On,Off,Off,0.08791184425354004,1.4960565567016602,496248,7.1715803146362305,866233,4708,11.207981586456299,"[10, 50, 6, 4, 25]"
Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,0.07312631607055664,1.5213336944580078,503000,7.16774320602417,866233,4708,11.133296251296997,"[10, 50, 6, 4, 25]"
Off,Off,On,Off,On,On,Off,On,On,On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,0.09417152404785156,1.516150951385498,503000,7.19936466217041,866233,4708,11.257072687149048,"[10, 50, 6, 4, 25]"
Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,0.08651041984558105,5.505769491195679,1255640,34.844515562057495,2152160,10605,42.91467618942261,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,0.08870887756347656,1.5144984722137451,496248,7.204259157180786,866233,4708,11.286855220794678,"[10, 50, 6, 4, 25]"
On,On,Off,On,On,Off,Off,On,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,0.07602810859680176,1.5022985935211182,496248,7.181900262832642,866233,4708,11.175439357757568,"[10, 50, 6, 4, 25]"
On,Off,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,Off,Off,On,Off,Off,On,0.0858008861541748,1.4960551261901855,504440,7.158355236053467,866233,4708,11.29615330696106,"[10, 50, 6, 4, 25]"
Off,Off,On,On,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,Off,On,Off,0.10066747665405273,1.4930741786956787,496248,7.178917169570923,866233,4708,11.122974157333374,"[10, 50, 6, 4, 25]"
On,On,Off,On,On,Off,Off,On,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,0.08804726600646973,5.49074125289917,1248872,34.740312576293945,2152160,10605,42.72022819519043,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,Off,Off,On,Off,Off,On,0.07977104187011719,5.495725631713867,1252968,34.88763213157654,2152160,10605,42.949142932891846,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,0.08434081077575684,5.54331111907959,1252968,34.827826738357544,2152160,10605,42.90631461143494,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,On,On,On,On,On,Off,Off,Off,On,On,On,Off,On,Off,0.08918428421020508,5.479947566986084,1248872,34.838358879089355,2152160,10605,42.899115562438965,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,Off,Off,Off,On,Off,On,On,On,Off,On,On,On,Off,Off,0.08092570304870605,5.489667654037476,1248872,34.70678901672363,2152160,10605,42.782843828201294,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,On,Off,On,Off,Off,Off,On,On,Off,On,Off,Off,Off,On,On,0.09734082221984863,5.510361671447754,1255640,34.787692070007324,2152160,10605,42.88655209541321,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,Off,On,Off,On,On,Off,Off,On,Off,On,On,Off,On,On,Off,0.09965372085571289,0.4126570224761963,237848,2.232870101928711,356663,1676,5.231455087661743,"[10, 50, 6, 4, 5]"
Off,On,On,On,On,Off,On,Off,Off,Off,Off,Off,On,On,Off,On,On,Off,On,On,0.10323643684387207,0.4301445484161377,237848,2.205063819885254,356663,1676,5.175556659698486,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,Off,On,Off,On,Off,On,On,On,Off,On,On,Off,On,Off,Off,On,0.08913207054138184,0.4228999614715576,240512,2.199406623840332,356663,1676,5.220136880874634,"[10, 50, 6, 4, 5]"
On,On,Off,Off,Off,On,Off,On,On,Off,On,On,Off,Off,Off,Off,Off,On,Off,Off,0.08978986740112305,0.40318751335144043,241944,2.205836057662964,356663,1676,5.221510887145996,"[10, 50, 6, 4, 5]"
Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,Off,On,Off,On,0.09468412399291992,0.4184741973876953,240512,2.186406135559082,356663,1676,5.096464395523071,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,Off,On,On,0.09067749977111816,0.42829012870788574,236416,2.189729928970337,356663,1676,5.084716796875,"[10, 50, 6, 4, 5]"
On,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,On,Off,Off,On,On,0.08887815475463867,0.42684245109558105,237848,2.2042746543884277,356663,1676,5.278388500213623,"[10, 50, 6, 4, 5]"
Off,On,On,On,On,On,Off,Off,On,On,On,Off,On,On,On,Off,On,On,Off,On,0.09457588195800781,0.4195437431335449,240512,2.195188522338867,356663,1676,5.195042848587036,"[10, 50, 6, 4, 5]"
On,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,On,Off,Off,On,On,0.08337068557739258,1.4502153396606445,465288,4.275681018829346,828309,4503,8.209816455841064,"[10, 50, 6, 4, 10]"
Off,Off,On,Off,Off,On,Off,On,Off,On,On,On,Off,On,On,Off,On,Off,Off,On,0.0974264144897461,1.4564354419708252,472056,4.2586894035339355,828309,4503,8.300703763961792,"[10, 50, 6, 4, 10]"
On,On,Off,Off,Off,On,Off,On,On,Off,On,On,Off,Off,Off,Off,Off,On,Off,Off,0.08741426467895508,1.4355814456939697,469384,4.265509843826294,828309,4503,8.382602453231812,"[10, 50, 6, 4, 10]"
Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,Off,On,On,0.07766842842102051,1.4271621704101562,467960,4.263706922531128,828309,4503,8.308178901672363,"[10, 50, 6, 4, 10]"
Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,Off,On,On,0.0891263484954834,1.5089075565338135,494808,7.20053768157959,866233,4708,11.247040271759033,"[10, 50, 6, 4, 25]"
On,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,On,Off,Off,On,On,0.0962066650390625,1.4921486377716064,496248,7.180344104766846,866233,4708,11.25615406036377,"[10, 50, 6, 4, 25]"
Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,Off,On,On,0.08389830589294434,5.5351457595825195,1251544,34.71998190879822,2152160,10605,42.894615650177,"[10, 50, 6, 4, 50]"
