ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,On,On,On,On,0.09500432014465332,5.659736633300781,1252968,34.93072867393494,2152160,10605,44.411104917526245,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,On,On,On,On,On,Off,On,Off,Off,On,On,Off,Off,On,0.090667724609375,5.549399137496948,1248872,34.593472957611084,2152160,10605,42.82490253448486,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,Off,On,On,Off,On,Off,On,On,On,Off,On,Off,On,0.07928895950317383,5.56334924697876,1248872,34.7647168636322,2152160,10605,42.85427761077881,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,On,Off,On,On,Off,On,Off,Off,On,Off,Off,On,Off,On,Off,0.09845757484436035,5.5713043212890625,1255640,34.73017883300781,2152160,10605,42.99675989151001,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,On,Off,On,Off,On,Off,On,Off,On,Off,Off,Off,Off,Off,0.0890498161315918,5.521446228027344,1252968,34.61640763282776,2152160,10605,42.78072476387024,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,Off,Off,Off,Off,Off,0.08666419982910156,5.510118007659912,1252968,34.60759449005127,2152160,10605,42.7866747379303,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,On,On,Off,Off,Off,On,On,On,On,On,On,On,On,Off,0.08907055854797363,5.557710886001587,1248872,34.7792706489563,2152160,10605,42.97935700416565,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,On,Off,On,On,On,0.09072589874267578,5.504887104034424,1251544,34.642985582351685,2152160,10605,42.809887409210205,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,On,Off,On,On,On,Off,Off,Off,Off,Off,On,On,On,Off,Off,0.08351278305053711,5.539751052856445,1248872,34.75442290306091,2152160,10605,42.87757229804993,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,Off,On,Off,Off,Off,Off,Off,0.0926361083984375,5.523648023605347,1255640,34.59402871131897,2152160,10605,42.88724708557129,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,Off,On,On,Off,On,On,Off,Off,Off,Off,On,Off,On,On,On,0.0950322151184082,5.482763290405273,1248872,34.753098249435425,2152160,10605,42.760743141174316,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,Off,Off,Off,On,Off,On,On,On,On,Off,On,On,Off,Off,0.09680938720703125,5.539924383163452,1252968,34.64487862586975,2152160,10605,42.90584588050842,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,Off,On,Off,On,0.09616422653198242,5.501746416091919,1251544,34.75488495826721,2152160,10605,42.8522846698761,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,Off,0.0963902473449707,5.496581315994263,1252968,34.781596183776855,2152160,10605,42.858548402786255,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,On,On,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,On,On,0.10265421867370605,5.492609739303589,1252968,34.73857283592224,2152160,10605,42.868101835250854,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,Off,On,On,Off,Off,On,Off,On,On,On,On,On,Off,On,On,0.08235287666320801,5.53711724281311,1248872,34.610554456710815,2152160,10605,42.62053942680359,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,0.08974742889404297,5.545735597610474,1255640,34.62228989601135,2152160,10605,42.76981711387634,"[10, 50, 6, 4, 50]"
On,On,On,On,On,Off,On,Off,On,Off,On,On,Off,On,On,On,Off,On,On,Off,0.09572172164916992,5.5305562019348145,1248872,34.72213387489319,2152160,10605,42.79216122627258,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,On,Off,On,Off,On,Off,Off,Off,On,On,Off,On,On,On,On,0.07577252388000488,5.549386501312256,1255640,34.736977338790894,2152160,10605,42.915955781936646,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,Off,On,On,Off,On,On,On,Off,On,Off,On,Off,Off,On,Off,0.0842132568359375,5.507318496704102,1248872,34.6089882850647,2152160,10605,42.78690218925476,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,On,On,On,Off,On,Off,On,On,On,Off,Off,On,On,On,0.09255051612854004,5.531979322433472,1252968,34.58466649055481,2152160,10605,42.689854860305786,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,On,Off,On,On,On,On,Off,Off,Off,On,Off,Off,Off,Off,Off,0.09242391586303711,5.561452150344849,1255640,34.72606158256531,2152160,10605,42.948145151138306,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,Off,Off,On,On,Off,Off,On,0.08431267738342285,5.52300763130188,1248872,34.765419006347656,2152160,10605,42.76251769065857,"[10, 50, 6, 4, 50]"
