inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,35,1,3,10,0.29696969696969694,2.803723669052124,0
60,25,2,3,10,0.1515151515151515,2.9938307762145997,1
70,20,3,1,35,0.19999999999999998,3.019074249267578,1
50,10,2,2,5,0.1515151515151515,2.85047242641449,1
80,10,1,2,5,0.04242424242424241,2.8278382062911986,1
90,25,2,3,20,0.2727272727272727,3.186906123161316,1
60,10,2,2,5,-0.01818181818181818,2.808073377609253,1
60,25,3,2,5,-0.06666666666666665,2.8472729682922364,2
80,25,3,2,35,0.23636363636363633,3.3085758447647096,2
50,10,2,2,35,0.10303030303030303,3.084148406982422,2
