ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,On,On,On,Off,Off,On,On,On,On,On,On,Off,On,Off,Off,Off,On,Off,0.09740185737609863,0.46167540550231934,240512,2.311061143875122,356663,1676,5.52646279335022,"[10, 50, 6, 4, 5]"
On,On,Off,On,On,On,On,On,On,Off,On,On,On,On,On,On,Off,Off,Off,On,0.0975496768951416,0.40703845024108887,237848,2.20499587059021,356663,1676,5.195170879364014,"[10, 50, 6, 4, 5]"
On,On,On,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,On,0.09008574485778809,0.40808820724487305,237848,2.1809825897216797,356663,1676,5.19723105430603,"[10, 50, 6, 4, 5]"
On,On,On,Off,Off,Off,On,On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,Off,0.0841531753540039,0.3963484764099121,241944,2.244884490966797,356663,1676,5.222314834594727,"[10, 50, 6, 4, 5]"
On,Off,On,On,Off,Off,On,On,On,On,On,On,Off,On,On,Off,Off,Off,On,Off,0.09487700462341309,0.41083407402038574,241944,2.229203462600708,356663,1676,5.255436420440674,"[10, 50, 6, 4, 5]"
Off,On,Off,On,Off,On,Off,On,Off,On,Off,On,Off,On,Off,On,On,Off,On,Off,0.08607053756713867,0.40630650520324707,236416,2.2009503841400146,356663,1676,5.177049875259399,"[10, 50, 6, 4, 5]"
Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,On,0.10050034523010254,0.3962290287017822,241944,2.1931049823760986,356663,1676,5.166726350784302,"[10, 50, 6, 4, 5]"
On,On,Off,Off,Off,On,Off,On,Off,On,On,On,On,On,On,On,On,Off,On,Off,0.07512092590332031,0.41077303886413574,237848,2.2543821334838867,356663,1676,5.190005302429199,"[10, 50, 6, 4, 5]"
On,On,Off,Off,Off,On,Off,On,Off,On,On,On,On,On,On,On,On,Off,On,Off,0.09457802772521973,1.4510579109191895,465288,4.296700954437256,828309,4503,8.310688257217407,"[10, 50, 6, 4, 10]"
On,On,On,Off,Off,Off,On,On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,Off,0.08692073822021484,1.4557428359985352,469384,4.258870363235474,828309,4503,8.235536336898804,"[10, 50, 6, 4, 10]"
Off,On,Off,On,Off,On,Off,On,Off,On,Off,On,Off,On,Off,On,On,Off,On,Off,0.0950005054473877,1.4679579734802246,467960,4.254428386688232,828309,4503,8.438078880310059,"[10, 50, 6, 4, 10]"
On,On,On,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,On,0.1104745864868164,1.4462261199951172,465288,4.269458055496216,828309,4503,8.273014068603516,"[10, 50, 6, 4, 10]"
On,On,On,Off,Off,Off,On,On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,Off,0.10350942611694336,1.534259557723999,504440,7.169248342514038,866233,4708,11.293415546417236,"[10, 50, 6, 4, 25]"
On,On,Off,Off,Off,On,Off,On,Off,On,On,On,On,On,On,On,On,Off,On,Off,0.08080744743347168,1.4974944591522217,496248,7.164008140563965,866233,4708,11.256590366363525,"[10, 50, 6, 4, 25]"
On,On,Off,Off,Off,On,Off,On,Off,On,On,On,On,On,On,On,On,Off,On,Off,0.09090328216552734,5.569131851196289,1248872,34.648627281188965,2152160,10605,42.95521116256714,"[10, 50, 6, 4, 50]"
