inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,25,1,2,15,0.16363636363636364,2.734782886505127,0
80,5,3,1,25,0.6,2.823877549171448,0
80,25,1,3,10,-0.04242424242424241,2.7407776594161986,1
80,15,1,1,10,0.07878787878787878,2.7556126594543455,1
60,15,2,1,10,0.10303030303030303,2.81460919380188,1
90,35,1,2,10,0.01818181818181818,2.7497851133346556,1
50,5,2,1,35,0.32121212121212117,2.875353789329529,1
80,5,1,3,5,-0.19999999999999998,2.7837463855743407,2
60,15,2,3,35,-0.5636363636363636,3.89974844455719,3
50,20,3,1,20,-0.709090909090909,2.818063998222351,3
