8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,run_time,evaluated_time,fidelity_setting,corr
0,p8x8,3,0.6076115582735653,0,0,1,4,49.801977859487394,2:2,temporal,1,321,2,hex,60,0,1,vbr,0,10.32,10.470057249069214,"['Action', '1080p', 60, '20s']",1
0,none,0,0.4498679550631097,0,12,1,1,28.58475890485096,-4:4,none,1,326,0,hex,12,1,0,none,1,10.83,10.97533130645752,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,1.270976006081585,1,12,1,0,26.763382110464214,-4:4,auto,1,445,0,hex,17,0,0,vbr,1,10.84,11.001084327697754,"['Action', '1080p', 60, '20s']",1
1,p4x4,0,0.4498679550631097,0,12,0,7,28.58475890485096,-4:4,none,1,326,0,hex,12,1,0,vbr,1,10.85,10.994005918502808,"['Action', '1080p', 60, '20s']",1
1,p4x4,0,0.4498679550631097,0,9,0,0,28.58475890485096,-4:4,none,1,326,0,hex,12,1,0,vbr,1,10.9,11.060976505279541,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.4498679550631097,1,12,1,1,28.58475890485096,-4:4,none,1,445,0,hex,17,0,0,none,1,10.96,11.103689670562744,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.4498679550631097,0,12,1,0,28.58475890485096,-4:4,none,1,326,0,hex,12,0,0,vbr,1,11.12,11.265169382095337,"['Action', '1080p', 60, '20s']",1
1,p4x4,0,0.4498679550631097,0,6,0,7,28.58475890485096,-4:4,spatial,1,326,0,hex,22,0,0,none,1,11.34,11.48341679573059,"['Action', '1080p', 60, '20s']",1
0,p4x4,3,0.4498679550631097,0,12,1,0,28.58475890485096,-4:4,none,1,445,0,hex,17,0,0,none,1,11.63,11.766153573989868,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,1.270976006081585,1,4,0,7,26.763382110464214,-4:4,auto,1,445,0,hex,17,1,0,vbr,1,11.71,11.86816692352295,"['Action', '1080p', 60, '20s']",1
0,p4x4,1,0.4498679550631097,1,14,1,2,29.585346184273632,0:0,temporal,1,79,0,umh,12,1,0,vbr,0,12.02,12.165235996246338,"['Action', '1080p', 60, '20s']",1
0,p4x4,2,1.270976006081585,1,13,1,0,26.763382110464214,-4:4,temporal,0,321,0,umh,12,0,1,cbr,1,12.17,12.344019651412964,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,0.4498679550631097,1,14,0,2,29.585346184273632,0:0,temporal,1,326,0,umh,12,1,1,vbr,1,12.19,12.330214262008667,"['Action', '1080p', 60, '20s']",1
1,p4x4,0,0.8900625634323396,1,6,0,-4,19.919897942002866,6:6,spatial,0,256,3,dia,22,0,0,none,1,12.22,12.39730429649353,"['Action', '1080p', 60, '20s']",1
1,p8x8,3,0.4498679550631097,1,12,1,0,28.58475890485096,-4:4,none,1,79,0,hex,12,0,0,none,1,12.25,12.39517331123352,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.4498679550631097,0,12,0,0,28.58475890485096,-1:1,spatial,1,326,0,umh,17,1,0,vbr,0,12.35,12.506616353988647,"['Action', '1080p', 60, '20s']",1
0,p8x8,3,0.4498679550631097,0,12,1,0,28.58475890485096,-4:4,none,1,79,0,hex,12,0,0,none,1,12.41,12.561954021453857,"['Action', '1080p', 60, '20s']",1
0,none,3,0.4498679550631097,0,12,1,0,28.58475890485096,-1:1,spatial,1,326,0,umh,17,1,0,none,0,12.54,12.680936574935913,"['Action', '1080p', 60, '20s']",1
1,p8x8,0,0.6076115582735653,0,12,1,4,28.58475890485096,-4:4,none,1,79,0,hex,60,1,0,none,0,12.54,12.678260087966919,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,1.2932080819328864,0,12,0,7,16.60761245102158,-1:1,spatial,1,326,0,hex,17,1,1,vbr,1,12.64,12.805913925170898,"['Action', '1080p', 60, '20s']",1
