maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
15266,755,55960,23160,704,73,318,false,54796,false,219178,39299,95621,true,118,15071,43968,350,486936,5,2678.9,180.11604046821594,"[8, 50, 180, True]",1
10480,583,20907,18506,48744,138,270,false,23229,false,529125,5045,61228,false,20160,27565,30384,395,490575,4,2606.9,180.09984850883484,"[8, 50, 180, True]",1
7244,522,20514,23519,69453,185,186,false,15379,false,146307,36749,78614,false,32895,64176,28237,871,202259,5,2674.03,180.11770391464233,"[8, 50, 180, True]",1
17005,199,51886,28008,95332,72,254,false,48612,false,31491,7126,62524,true,39592,19368,33178,280,32278,3,2662.71,180.1127326488495,"[8, 50, 180, True]",1
4423,361,11098,37220,87598,233,7,false,16427,true,585546,48253,40566,true,37777,61797,56957,384,39711,9,2625.42,180.11616778373718,"[8, 50, 180, True]",1
15212,893,33589,9881,41115,242,77,true,57119,true,26446,35465,88837,true,31296,32511,60447,938,69051,3,2621.83,180.10452890396118,"[8, 50, 180, True]",1
612,899,54014,48294,49655,265,201,false,20207,false,553689,34819,51825,false,34407,50266,21465,789,250558,1,2699.07,180.12229108810425,"[8, 50, 180, True]",1
14896,519,48733,10172,3455,242,297,true,4319,true,17110,32379,47815,false,50673,17478,38846,569,128128,7,2686.11,180.11553716659546,"[8, 50, 180, True]",1
1213,18,56701,45392,59661,154,399,true,23570,false,150720,21554,83085,true,27689,32703,54180,82,168323,1,2627.66,180.12162685394287,"[8, 50, 180, True]",1
14683,986,54762,5393,94334,98,120,true,33603,true,67107,43854,29002,true,59996,13772,17419,299,398095,9,2623.42,180.1203634738922,"[8, 50, 180, True]",1
1952,244,24026,1038,18602,283,293,true,42040,true,464046,31245,7966,false,7437,29438,43696,477,357046,3,2672.79,180.10016655921936,"[8, 50, 180, True]",1
17240,759,23335,8877,61331,24,117,true,45371,false,462586,6319,17849,true,62985,43387,31151,953,566161,10,2676.54,180.10554814338684,"[8, 50, 180, True]",1
17611,605,15900,38522,50644,184,168,false,31859,false,315258,40453,32968,false,53469,58953,44170,275,453703,4,2676.1,180.11234402656555,"[8, 50, 180, True]",1
4350,88,15947,17393,16452,340,210,true,53298,false,576237,5871,51353,false,55140,37399,20428,998,52004,2,2579.63,180.1087884902954,"[8, 50, 180, True]",1
18757,933,53748,44502,17709,87,95,false,4618,false,7489,59468,95885,true,58159,17350,42039,523,458841,5,2722.34,180.11173462867737,"[8, 50, 180, True]",1
13293,887,28898,51512,30590,237,391,false,22428,false,284189,3378,44283,false,32927,23090,12084,554,259867,6,2650.05,180.10911631584167,"[8, 50, 180, True]",1
1520,969,11680,40757,58059,106,164,false,47983,true,187800,37682,68353,true,45175,47058,44917,886,354082,3,2709.7,180.12396717071533,"[8, 50, 180, True]",1
19931,234,5217,86,67610,259,8,true,43482,true,578595,35583,19210,true,60056,51766,44105,553,116083,9,2921.52,361.20957350730896,"[8, 50, 180, True]",1
9841,819,13697,53559,18601,205,468,true,57290,true,232281,59443,26279,false,59490,56107,47838,149,285462,6,2706.34,180.11976027488708,"[8, 50, 180, True]",1
5018,460,29602,2276,57334,357,217,true,27550,true,412526,1501,12329,true,47984,63434,30123,511,445673,5,2630.08,180.11061143875122,"[8, 50, 180, True]",1
