fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,On,On,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,Off,On,On,Off,Off,0.08269596099853516,0.34673357009887695,141424,2.2272698879241943,356663,1676,5.73626184463501,"[10, 50, 6, 4, 5]"
Off,Off,Off,On,Off,Off,On,Off,Off,On,On,On,On,On,On,Off,On,Off,Off,Off,0.09667706489562988,0.2559986114501953,145520,2.103019952774048,356663,1676,4.946817398071289,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,0.09755635261535645,0.39783143997192383,140424,2.106032371520996,356663,1676,5.110698699951172,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,Off,On,Off,Off,0.11486673355102539,0.28836822509765625,140424,2.1084489822387695,356663,1676,5.010715484619141,"[10, 50, 6, 4, 5]"
On,On,On,On,Off,On,Off,Off,On,On,On,Off,On,Off,Off,On,On,Off,On,On,0.09106135368347168,0.28229188919067383,145520,2.079559326171875,356663,1676,4.935028791427612,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,Off,On,On,Off,On,On,Off,On,Off,Off,Off,On,On,On,On,0.07500219345092773,0.26517248153686523,145592,2.0763652324676514,356663,1676,4.825895071029663,"[10, 50, 6, 4, 5]"
On,Off,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,Off,0.07567954063415527,0.2707400321960449,145592,2.1004626750946045,356663,1676,4.898863792419434,"[10, 50, 6, 4, 5]"
On,On,Off,On,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,On,Off,Off,On,Off,0.0937352180480957,0.2514941692352295,144520,2.06386399269104,356663,1676,4.844538927078247,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,Off,On,On,Off,On,On,Off,On,Off,Off,Off,On,On,On,On,0.0807797908782959,0.7289273738861084,207240,4.155459403991699,828309,4503,7.417347192764282,"[10, 50, 6, 4, 10]"
On,Off,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,Off,0.08098483085632324,0.7601680755615234,207240,4.121261358261108,828309,4503,7.450368881225586,"[10, 50, 6, 4, 10]"
