fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,On,Off,On,On,On,Off,On,On,0.08354496955871582,0.31016993522644043,145520,2.2653303146362305,356663,1676,6.199098587036133,"[10, 50, 6, 4, 5]"
On,Off,On,Off,Off,Off,On,On,On,On,Off,Off,Off,On,On,Off,On,On,Off,On,0.09200811386108398,0.3697023391723633,141496,2.0941123962402344,356663,1676,4.937457799911499,"[10, 50, 6, 4, 5]"
Off,On,On,Off,Off,On,Off,On,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,0.09094405174255371,0.28284740447998047,140424,2.0839619636535645,356663,1676,4.857023239135742,"[10, 50, 6, 4, 5]"
On,On,Off,On,On,On,On,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,Off,0.08139276504516602,0.2525641918182373,144448,2.0812928676605225,356663,1676,4.687814950942993,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,On,Off,Off,On,0.07194352149963379,0.2643270492553711,141424,2.065678596496582,356663,1676,4.790619850158691,"[10, 50, 6, 4, 5]"
On,Off,On,Off,On,Off,Off,Off,On,Off,On,Off,Off,Off,On,On,On,Off,Off,Off,0.09642577171325684,0.2465510368347168,141424,2.064016819000244,356663,1676,4.725939512252808,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,Off,0.0769953727722168,0.2518925666809082,145520,2.0789737701416016,356663,1676,4.745433330535889,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,On,Off,Off,On,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,0.06773638725280762,0.2557988166809082,140424,2.072482109069824,356663,1676,4.738888740539551,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,On,Off,Off,On,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,0.09100699424743652,0.7504034042358398,206008,4.143935680389404,828309,4503,7.359936714172363,"[10, 50, 6, 4, 10]"
Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,On,Off,Off,On,0.07645773887634277,0.759005069732666,207208,4.143968343734741,828309,4503,7.358005046844482,"[10, 50, 6, 4, 10]"
Off,Off,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,Off,0.0746302604675293,0.7250983715057373,207208,4.121896266937256,828309,4503,7.281072616577148,"[10, 50, 6, 4, 10]"
On,On,Off,On,On,On,On,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,Off,0.07462215423583984,0.7211041450500488,205976,4.140793800354004,828309,4503,7.41553521156311,"[10, 50, 6, 4, 10]"
On,On,Off,On,On,On,On,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,Off,0.07790637016296387,0.7104547023773193,241456,6.765216827392578,866233,4708,9.789906024932861,"[10, 50, 6, 4, 25]"
Off,Off,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,Off,0.08012127876281738,0.6821994781494141,242608,6.768178701400757,866233,4708,9.909712791442871,"[10, 50, 6, 4, 25]"
On,On,Off,On,On,On,On,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,Off,0.08641171455383301,1.5002601146697998,521896,34.08251190185547,2152160,10605,38.09685134887695,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,On,On,On,On,Off,On,Off,On,On,On,Off,On,On,On,Off,0.09025216102600098,0.7171511650085449,207240,4.146859169006348,828309,4503,7.275919437408447,"[10, 50, 6, 4, 10]"
Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,0.09387397766113281,0.7473807334899902,205976,4.1272077560424805,828309,4503,7.30366587638855,"[10, 50, 6, 4, 10]"
Off,On,On,Off,Off,On,On,Off,Off,Off,On,On,On,Off,Off,On,Off,Off,On,On,0.09259414672851562,0.7680048942565918,205976,4.134504079818726,828309,4503,7.402920722961426,"[10, 50, 6, 4, 10]"
Off,On,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,0.08697056770324707,0.7255129814147949,205976,4.14371657371521,828309,4503,7.360779523849487,"[10, 50, 6, 4, 10]"
Off,On,On,Off,Off,On,On,Off,On,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,0.09670186042785645,0.7573657035827637,205976,4.1403656005859375,828309,4503,7.420581102371216,"[10, 50, 6, 4, 10]"
On,On,Off,On,On,On,Off,On,On,On,On,On,On,Off,On,On,Off,On,On,On,0.09123039245605469,0.7175016403198242,206008,4.1083056926727295,828309,4503,7.3642418384552,"[10, 50, 6, 4, 10]"
Off,On,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,0.07578492164611816,0.7096760272979736,241456,6.781624794006348,866233,4708,9.935343980789185,"[10, 50, 6, 4, 25]"
On,Off,On,On,On,On,On,On,On,Off,On,Off,On,On,On,Off,On,On,On,Off,0.0844264030456543,0.7096927165985107,246776,6.7732110023498535,866233,4708,9.926379919052124,"[10, 50, 6, 4, 25]"
On,On,Off,On,On,On,Off,On,On,On,On,On,On,Off,On,On,Off,On,On,On,0.08661937713623047,0.7194528579711914,245624,6.7676942348480225,866233,4708,9.972902297973633,"[10, 50, 6, 4, 25]"
Off,On,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,0.09224843978881836,1.468637466430664,521896,34.043683767318726,2152160,10605,38.00003790855408,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,Off,Off,Off,On,On,On,Off,On,0.09152388572692871,0.7069213390350342,242608,6.797152042388916,866233,4708,10.074304103851318,"[10, 50, 6, 4, 25]"
On,Off,Off,Off,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,Off,Off,Off,0.08406591415405273,0.7087118625640869,242680,6.774169445037842,866233,4708,9.963742733001709,"[10, 50, 6, 4, 25]"
Off,Off,On,On,On,Off,On,Off,On,Off,On,On,Off,On,Off,Off,On,On,Off,Off,0.07158207893371582,0.7204387187957764,242608,6.757104396820068,866233,4708,9.902097940444946,"[10, 50, 6, 4, 25]"
Off,On,On,Off,Off,On,On,On,On,Off,On,On,On,On,Off,On,On,On,On,Off,0.09173297882080078,0.6786139011383057,242680,6.77569842338562,866233,4708,9.967533349990845,"[10, 50, 6, 4, 25]"
Off,Off,On,On,On,Off,On,Off,On,Off,On,On,Off,On,Off,Off,On,On,Off,Off,0.09161853790283203,1.5373127460479736,523192,34.088707447052,2152160,10605,38.090516805648804,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,Off,Off,Off,0.08590388298034668,1.50575590133667,515192,34.087276458740234,2152160,10605,38.05647110939026,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,On,Off,Off,0.08495545387268066,1.479600191116333,513704,34.14875674247742,2152160,10605,38.03834795951843,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,Off,On,Off,Off,On,On,On,Off,Off,Off,On,On,Off,Off,0.09695863723754883,1.5507373809814453,515192,34.01128840446472,2152160,10605,38.125784158706665,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,Off,Off,0.08303093910217285,1.478769063949585,522088,34.005138874053955,2152160,10605,38.00034260749817,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,On,0.07279682159423828,1.4441919326782227,522088,34.04865288734436,2152160,10605,37.96126413345337,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,Off,On,Off,On,On,Off,On,On,Off,Off,On,On,On,Off,Off,0.08492755889892578,0.28908228874206543,141424,2.0912036895751953,356663,1676,4.835248947143555,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,On,On,On,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,0.08795475959777832,0.2607102394104004,140424,2.0760366916656494,356663,1676,4.83901572227478,"[10, 50, 6, 4, 5]"
Off,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,On,On,On,Off,On,On,On,0.06914830207824707,0.2558155059814453,144520,2.076517343521118,356663,1676,4.694400072097778,"[10, 50, 6, 4, 5]"
On,On,On,On,On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,On,Off,On,Off,0.08088946342468262,0.2629067897796631,145520,2.081941843032837,356663,1676,4.7477707862854,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,0.08266830444335938,0.25963282585144043,141424,2.0744686126708984,356663,1676,4.722928762435913,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,On,On,Off,Off,On,On,Off,Off,Off,0.08814167976379395,0.2621734142303467,141424,2.086099147796631,356663,1676,4.759277105331421,"[10, 50, 6, 4, 5]"
On,On,On,Off,On,Off,On,Off,On,On,On,Off,Off,Off,On,On,Off,Off,Off,On,0.08052730560302734,0.2611057758331299,140352,2.106555461883545,356663,1676,4.830189228057861,"[10, 50, 6, 4, 5]"
Off,Off,Off,On,On,On,On,On,On,Off,On,Off,Off,On,On,Off,On,Off,On,Off,0.07632255554199219,0.26692819595336914,145592,2.077592372894287,356663,1676,4.860201835632324,"[10, 50, 6, 4, 5]"
Off,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,On,On,On,Off,On,On,On,0.0827019214630127,0.7076401710510254,206008,4.138803243637085,828309,4503,7.413193225860596,"[10, 50, 6, 4, 10]"
Off,Off,Off,On,On,On,On,On,On,Off,On,Off,Off,On,On,Off,On,Off,On,Off,0.08439326286315918,0.7464046478271484,207240,4.135263204574585,828309,4503,7.322616815567017,"[10, 50, 6, 4, 10]"
On,On,On,Off,On,Off,On,Off,On,On,On,Off,Off,Off,On,On,Off,Off,Off,On,0.08990764617919922,0.7365303039550781,205976,4.143956184387207,828309,4503,7.317446947097778,"[10, 50, 6, 4, 10]"
On,On,On,On,On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,On,Off,On,Off,0.07733821868896484,0.724665641784668,207208,4.142831325531006,828309,4503,7.368866920471191,"[10, 50, 6, 4, 10]"
On,On,On,On,On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,On,Off,On,Off,0.08299636840820312,0.7221395969390869,242608,6.782452344894409,866233,4708,9.89835786819458,"[10, 50, 6, 4, 25]"
Off,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,On,On,On,Off,On,On,On,0.0897219181060791,0.7216038703918457,245624,6.7639124393463135,866233,4708,9.907530069351196,"[10, 50, 6, 4, 25]"
On,On,On,On,On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,On,Off,On,Off,0.0897977352142334,1.5428032875061035,523192,34.12460684776306,2152160,10605,38.15770220756531,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,On,On,0.08167076110839844,0.7125639915466309,205976,4.1445817947387695,828309,4503,7.345467805862427,"[10, 50, 6, 4, 10]"
On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,On,On,Off,On,On,On,Off,Off,0.0797739028930664,0.7474286556243896,207240,4.139840126037598,828309,4503,7.270431280136108,"[10, 50, 6, 4, 10]"
Off,Off,On,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,0.08826398849487305,0.7533788681030273,206008,4.129808664321899,828309,4503,7.37098503112793,"[10, 50, 6, 4, 10]"
Off,Off,Off,Off,On,Off,Off,On,Off,On,On,On,On,Off,On,On,On,Off,On,Off,0.08913278579711914,0.7142624855041504,207240,4.136711120605469,828309,4503,7.255376577377319,"[10, 50, 6, 4, 10]"
On,On,Off,Off,Off,On,On,Off,On,Off,On,Off,On,On,On,Off,On,On,On,Off,0.0840306282043457,0.7362258434295654,207208,4.1495678424835205,828309,4503,7.3311192989349365,"[10, 50, 6, 4, 10]"
On,On,Off,Off,On,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,On,On,0.08496999740600586,0.7595882415771484,207208,4.127618789672852,828309,4503,7.266977071762085,"[10, 50, 6, 4, 10]"
On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,On,On,Off,On,On,On,Off,Off,0.0827488899230957,0.718219518661499,242680,6.77527379989624,866233,4708,10.025304079055786,"[10, 50, 6, 4, 25]"
Off,Off,On,On,On,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,On,On,0.0850367546081543,0.7084648609161377,241456,6.7571189403533936,866233,4708,9.934406280517578,"[10, 50, 6, 4, 25]"
On,On,Off,Off,Off,On,On,Off,On,Off,On,Off,On,On,On,Off,On,On,On,Off,0.08656597137451172,0.7297458648681641,242608,6.799673795700073,866233,4708,10.025413513183594,"[10, 50, 6, 4, 25]"
On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,On,On,Off,On,On,On,Off,Off,0.0791475772857666,1.4960954189300537,515192,34.10740351676941,2152160,10605,38.095327854156494,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,On,Off,Off,On,Off,On,On,On,Off,Off,Off,On,Off,Off,On,0.08040761947631836,0.7136566638946533,242608,6.784288644790649,866233,4708,9.900777339935303,"[10, 50, 6, 4, 25]"
Off,On,On,On,Off,Off,On,On,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,0.07827043533325195,0.7083656787872314,246776,6.7598044872283936,866233,4708,9.850102663040161,"[10, 50, 6, 4, 25]"
On,Off,On,On,Off,Off,On,Off,Off,On,On,Off,On,On,Off,Off,Off,Off,On,On,0.08089089393615723,0.6753342151641846,241456,6.775894403457642,866233,4708,9.879701852798462,"[10, 50, 6, 4, 25]"
On,On,On,On,On,Off,On,On,On,On,Off,On,On,Off,Off,On,Off,On,On,On,0.0918128490447998,0.7040307521820068,245624,6.771385908126831,866233,4708,9.92417287826538,"[10, 50, 6, 4, 25]"
Off,On,On,On,Off,Off,On,On,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,0.08292508125305176,1.5141770839691162,523384,34.06982707977295,2152160,10605,37.93742656707764,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,On,Off,Off,On,Off,On,On,On,Off,Off,Off,On,Off,Off,On,0.08280038833618164,1.465902328491211,515000,34.03353023529053,2152160,10605,37.98189687728882,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,On,On,Off,On,On,Off,On,Off,Off,0.08944535255432129,1.520420789718628,513704,34.08029079437256,2152160,10605,38.07250428199768,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,Off,On,Off,Off,Off,On,On,Off,On,Off,On,On,Off,Off,On,0.07447385787963867,1.4554383754730225,523192,34.98517465591431,2152160,10605,38.83046340942383,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,On,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,On,Off,On,0.08448576927185059,1.5206363201141357,521896,34.07746386528015,2152160,10605,38.115798234939575,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,Off,Off,Off,On,Off,On,On,On,Off,Off,On,On,On,Off,0.0968940258026123,1.5509514808654785,523192,34.07890796661377,2152160,10605,38.13702178001404,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,On,Off,On,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,0.0951075553894043,0.28955554962158203,141424,2.0839078426361084,356663,1676,4.845195055007935,"[10, 50, 6, 4, 5]"
Off,Off,On,On,Off,On,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,On,On,On,0.0870358943939209,0.26436758041381836,144448,2.0872745513916016,356663,1676,4.765700340270996,"[10, 50, 6, 4, 5]"
Off,On,Off,On,Off,On,Off,On,Off,Off,Off,On,Off,On,Off,Off,On,Off,On,Off,0.09002232551574707,0.25874900817871094,145592,2.0882792472839355,356663,1676,4.839639663696289,"[10, 50, 6, 4, 5]"
On,Off,On,Off,On,Off,On,On,On,On,On,On,On,Off,On,Off,Off,On,Off,On,0.07253265380859375,0.270064115524292,140424,2.0887250900268555,356663,1676,4.722579479217529,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,On,Off,Off,Off,0.08687496185302734,0.26499199867248535,141496,2.065591812133789,356663,1676,4.819265842437744,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,On,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,Off,On,0.08957958221435547,0.2807614803314209,140352,2.0893962383270264,356663,1676,4.764177083969116,"[10, 50, 6, 4, 5]"
On,Off,On,On,Off,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,0.07937145233154297,0.266589879989624,145592,2.0836219787597656,356663,1676,4.853503704071045,"[10, 50, 6, 4, 5]"
Off,On,On,Off,Off,Off,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,0.08496999740600586,0.24927926063537598,140424,2.073251247406006,356663,1676,4.816620588302612,"[10, 50, 6, 4, 5]"
On,Off,On,Off,On,Off,On,On,On,On,On,On,On,Off,On,Off,Off,On,Off,On,0.08593535423278809,0.7023820877075195,206008,4.143357038497925,828309,4503,7.364869832992554,"[10, 50, 6, 4, 10]"
On,Off,On,On,Off,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,0.08553838729858398,0.7345643043518066,207240,4.129158973693848,828309,4503,7.3589842319488525,"[10, 50, 6, 4, 10]"
Off,On,On,Off,Off,Off,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,0.08963799476623535,0.7525358200073242,206008,4.136358976364136,828309,4503,7.341135501861572,"[10, 50, 6, 4, 10]"
Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,On,Off,Off,Off,0.08325815200805664,0.7360165119171143,207240,4.159405946731567,828309,4503,7.267399549484253,"[10, 50, 6, 4, 10]"
Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,On,Off,Off,Off,0.06780648231506348,0.7191493511199951,242680,6.776112079620361,866233,4708,9.945468187332153,"[10, 50, 6, 4, 25]"
On,Off,On,On,Off,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,On,Off,0.0983741283416748,0.6684176921844482,246776,6.756023168563843,866233,4708,9.96636176109314,"[10, 50, 6, 4, 25]"
Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,On,Off,Off,Off,0.0732431411743164,1.5051023960113525,515192,34.05948805809021,2152160,10605,38.06231617927551,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,Off,Off,Off,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,0.08017659187316895,0.7006335258483887,205976,4.141937494277954,828309,4503,7.270880937576294,"[10, 50, 6, 4, 10]"
On,Off,On,Off,On,On,On,On,On,On,Off,Off,Off,On,Off,On,On,Off,Off,Off,0.07935881614685059,0.7798616886138916,207240,4.159379482269287,828309,4503,7.392711639404297,"[10, 50, 6, 4, 10]"
Off,Off,On,On,On,Off,Off,Off,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,0.0857245922088623,0.7470130920410156,207208,4.118323087692261,828309,4503,7.326773166656494,"[10, 50, 6, 4, 10]"
Off,Off,On,Off,On,Off,Off,Off,Off,Off,On,On,On,Off,On,On,On,Off,Off,Off,0.08285331726074219,0.7158865928649902,207208,4.134148597717285,828309,4503,7.2543182373046875,"[10, 50, 6, 4, 10]"
Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,Off,On,On,On,0.08657288551330566,0.6923267841339111,205976,4.129677772521973,828309,4503,7.290646314620972,"[10, 50, 6, 4, 10]"
On,Off,Off,On,On,On,Off,Off,Off,On,On,Off,Off,On,Off,On,Off,On,Off,Off,0.08149933815002441,0.777965784072876,205976,4.142997980117798,828309,4503,7.385962009429932,"[10, 50, 6, 4, 10]"
On,Off,On,Off,On,On,On,On,On,On,Off,Off,Off,On,Off,On,On,Off,Off,Off,0.0732719898223877,0.7036423683166504,242680,6.783002853393555,866233,4708,9.956433534622192,"[10, 50, 6, 4, 25]"
