checkpoint_completion_target,backend_flush_after,maintenance_work_mem,max_parallel_workers_per_gather,min_wal_size,wal_writer_flush_after,wal_writer_delay,work_mem,random_page_cost,commit_siblings,checkpoint_flush_after,seq_page_cost,commit_delay,join_collapse_limit,bgwriter_delay,from_collapse_limit,default_statistics_target,bgwriter_flush_after,checkpoint_timeout,deadlock_timeout,throughput,cost,fidelity,prepare_time,run_time,clean_time
0.17161372907355688,124,341254,269,7954,423609648,7897,462508,88.38525136201442,26,218,14.575924943043205,28758,862839733,2667,1015719523,2593,155,79577,1379028429,356.43,90.07099103927612,"[10, 50, 100000, 4, 0.5]",75.52943801879883,10.124500751495361,0.4564080238342285
0.434680703141641,70,51675,882,4588,2091747657,5984,38689,18.47005477115853,171,15,90.33896525063408,84434,1228779149,6967,2061251075,1358,51,17254,1899045,260.54,75.62457871437073,"[10, 50, 100000, 4, 0.5]",60.21071100234985,10.28683590888977,0.9479060173034668
0.8580523260285369,182,420077,379,4965,1891895415,3276,442865,28.91719034412491,495,90,90.68840165587041,31087,659673351,8028,2143528023,6543,201,70560,1225462267,362.86,93.01080965995789,"[10, 50, 100000, 4, 0.5]",75.72213578224182,10.11791729927063,2.8537871837615967
0.7088858976184337,59,253481,221,1326,169683993,3921,74150,26.60147511657984,509,245,97.25444962838199,4246,303046483,7709,2021159983,7525,200,48087,1016338781,102.55,85.41571640968323,"[10, 50, 100000, 4, 0.5]",70.77542066574097,10.112417221069336,0.3808572292327881
0.6470453074846793,151,360006,472,1061,115014268,6550,687863,23.025712784350382,167,72,82.46365803716279,42878,2103014706,2350,1855666688,5469,78,85825,1196118886,442.82,82.56980395317078,"[10, 50, 100000, 4, 0.5]",67.32690072059631,10.170300006866455,0.5208537578582764
0.8950554112025569,127,615522,701,1735,765048800,9515,394831,72.07857477285123,592,254,9.653768296600894,89951,854987666,3881,663284951,5898,229,26636,1080514085,256.49,74.38573122024536,"[10, 50, 100000, 4, 0.5]",59.35913705825806,10.16513466835022,0.6298227310180664
0.5111978376660101,6,666764,750,55,568589979,7269,598373,11.369336973237198,303,57,29.94432068906533,38840,196597454,1573,2121506253,5320,203,61946,879654550,117.66,83.50424027442932,"[10, 50, 100000, 4, 0.5]",68.21091842651367,10.272001266479492,0.9310598373413086
0.4633405167047938,104,768891,790,7881,150864172,6220,245373,39.87872356664363,861,69,32.262248533794235,6134,72382088,2866,100605088,8273,82,50916,1982698175,269.41,79.9360704421997,"[10, 50, 100000, 4, 0.5]",65.11690783500671,10.215627670288086,0.7207767963409424
0.048255324472927685,75,950205,130,1486,93616881,8929,512568,19.045150661457267,100,209,62.12580622280909,45490,1334156515,172,1567392220,2515,238,33638,999116954,70.28,77.00866317749023,"[10, 50, 100000, 4, 0.5]",61.38113188743591,10.385377645492554,1.341360330581665
0.7433356774600892,79,230009,516,7712,1293760711,4558,119553,78.82688618695146,330,145,73.96235061901383,13940,1244178341,797,1895728115,3558,208,72203,219064775,307.13,85.2199478149414,"[10, 50, 100000, 4, 0.5]",69.87166213989258,10.167523860931396,0.5038118362426758
0.7696897075461546,37,418898,406,2795,2031448604,4062,65602,26.12236379009939,353,178,56.77653066815361,13203,27411715,9210,2070395050,2035,19,77472,1926121662,348.22,94.1087794303894,"[10, 50, 100000, 4, 0.5]",76.38763284683228,10.283727169036865,3.666907787322998
0.6686823970080183,225,7550,186,77,74897344,2632,996402,83.52159380223897,993,247,28.57267509820831,99516,1645242227,2636,979855482,1082,248,59241,1599966241,284.67,93.49863290786743,"[10, 50, 100000, 4, 0.5]",76.1405189037323,10.158817052841187,2.9225072860717773
0.3601767007023885,154,117978,720,4151,802078760,7271,914234,63.48282436798355,611,235,2.094941128432537,66652,1670474918,6646,944437563,8084,150,74231,1807750653,22.74,79.2930793762207,"[10, 50, 100000, 4, 0.5]",64.00280046463013,10.25753402709961,0.6174275875091553
0.9136274887572315,125,791281,38,4654,1466697303,8026,583187,38.88149638216376,933,13,49.44979567841061,82521,652009206,4730,1094021234,3337,17,67443,397396529,272.79,86.25827431678772,"[10, 50, 100000, 4, 0.5]",71.4821846485138,10.111156225204468,0.3291797637939453
0.023741983065759475,209,891858,891,6068,740835633,5586,200461,23.304019521192544,517,241,11.159195974660152,36465,1717912316,220,1132645501,940,69,46673,1608997853,132.54,89.74782085418701,"[10, 50, 100000, 4, 0.5]",74.68982338905334,10.214894771575928,0.845921516418457
0.9524815123693465,235,681674,466,5544,2002998024,4235,687651,22.556204357511444,307,147,73.03739802512261,32065,1141330906,4900,2038813783,9276,158,56351,426850666,220.65,88.53474760055542,"[10, 50, 100000, 4, 0.5]",71.73415350914001,10.086844205856323,2.8034005165100098
0.6470453074846793,151,360006,472,1061,115014268,6550,687863,23.025712784350382,167,72,82.46365803716279,42878,2103014706,2350,1855666688,5469,78,85825,1196118886,226.55,117.3798680305481,"[20, 50, 100000, 4, 0.5]",90.45094990730286,20.094253063201904,2.2829678058624268
0.8580523260285369,182,420077,379,4965,1891895415,3276,442865,28.91719034412491,495,90,90.68840165587041,31087,659673351,8028,2143528023,6543,201,70560,1225462267,189.42,98.92644453048706,"[20, 50, 100000, 4, 0.5]",71.55681133270264,20.18069100379944,3.326490640640259
0.17161372907355688,124,341254,269,7954,423609648,7897,462508,88.38525136201442,26,218,14.575924943043205,28758,862839733,2667,1015719523,2593,155,79577,1379028429,333.36,100.51262021064758,"[20, 50, 100000, 4, 0.5]",72.28059911727905,20.190776348114014,4.034849405288696
