inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,20,1,2,5,0.33333333333333326,2.8408854484558104,0
90,35,1,4,15,0.29696969696969694,2.9752515316009522,1
90,15,1,3,10,0.006060606060606061,2.8629519939422607,1
70,25,2,3,10,0.19999999999999998,2.9862321853637694,2
80,10,3,2,25,0.22424242424242422,3.887803840637207,2
80,10,3,4,15,0.11515151515151514,3.2687312841415403,3
70,5,2,4,20,-0.01818181818181818,3.128266453742981,3
70,35,3,3,35,-0.2121212121212121,6.599710202217102,4
90,20,1,2,25,-0.309090909090909,3.1350000381469725,4
50,35,2,4,25,-0.6363636363636362,3.747846078872681,5
