time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
45,45,30000,6,0.5,0.9393939393939393,71.89445867538453,0
55,30,45000,6,0.5,0.9393939393939393,82.44776871204377,0
50,35,20000,6,0.5,0.9272727272727272,66.14416348934174,0
30,20,20000,10,0.5,0.9030303030303028,45.767120718955994,0
40,25,40000,6,0.5,0.9272727272727272,62.8080915927887,0
40,25,40000,4,0.5,0.8545454545454544,56.71516916751862,1
40,20,20000,10,0.5,0.8181818181818182,55.99822559356689,1
40,25,45000,4,0.5,0.8909090909090909,59.35322549343109,1
55,30,50000,4,0.5,0.9151515151515152,80.08550572395325,1
50,30,10000,6,0.5,0.6848484848484848,59.574027109146115,2
