inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,15,1,1,15,0.6,2.865354895591736,0
70,25,2,2,5,-0.1515151515151515,2.8462629079818726,0
60,20,1,1,20,0.13939393939393938,2.89559588432312,1
70,20,2,2,35,0.3939393939393939,3.252132701873779,1
80,20,1,2,25,0.16363636363636364,3.1393537759780883,1
80,20,1,2,5,-0.28484848484848485,2.8522955179214478,1
60,15,1,4,35,-0.13939393939393938,3.541681337356567,2
70,35,2,4,15,-0.406060606060606,3.314842128753662,2
80,20,3,2,25,-0.49090909090909085,3.4274521827697755,3
60,10,3,3,25,-1,73.99307174682617,4
