threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,45,45,True,0.9634146341463414,36.09970190525055,0
10,50,10,True,0.8414634146341463,8.046520018577576,0
10,10,10,True,0.6585365853658538,8.037866044044495,0
2,30,10,True,0.8414634146341463,8.03945369720459,0
10,15,10,True,0.14634146341463417,8.038686609268188,1
8,30,45,True,0.8048780487804879,36.08121566772461,1
8,50,25,True,0.8048780487804879,20.073997473716737,1
8,20,10,True,0.5853658536585367,8.040045380592346,1
8,35,15,True,0.7926829268292683,12.054900312423706,1
1,30,10,True,0.7317073170731708,8.042098140716552,1
