maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
6077,220,30862,11453,60534,63,88,true,5198,true,400188,42890,59098,false,18536,34742,40220,808,346888,9,2934.71,361.2476933002472,"[8, 50, 180, True]",1
10,220,5477,11453,6194,63,88,true,36455,true,400188,42890,59098,false,19754,60758,40220,776,472451,9,2759.92,180.12799739837646,"[8, 50, 180, True]",1
6077,72,5477,11453,42363,63,88,false,45891,true,236814,42890,83089,false,20417,9579,63217,776,346888,9,2711.36,180.1174647808075,"[8, 50, 180, True]",1
11385,72,30862,11453,42363,63,88,false,45891,true,585224,42890,59098,false,20417,9579,63217,808,346888,8,2697.91,180.11057782173157,"[8, 50, 180, True]",1
11964,72,30862,11453,86518,1,88,false,45891,true,585224,42890,59098,false,20417,60758,63217,808,346888,8,2693.73,180.11741161346436,"[8, 50, 180, True]",1
11385,72,30862,11453,42363,63,88,false,45891,true,585224,42890,59098,false,20417,9579,63217,808,346888,8,2683.27,180.10142993927002,"[8, 50, 180, True]",1
6077,220,30862,11453,60534,63,88,true,5198,true,400188,42890,59098,false,19754,34742,40220,776,346888,9,2678.45,180.13101148605347,"[8, 50, 180, True]",1
6077,220,1768,11453,56822,1,88,false,45891,true,337537,42890,40914,true,18536,27366,40220,808,472451,9,2675.49,180.11094784736633,"[8, 50, 180, True]",1
11385,72,30862,11453,41671,1,88,false,45891,true,353154,42890,40914,true,20417,9579,5053,808,346888,9,2672.92,180.12339043617249,"[8, 50, 180, True]",1
6077,360,1768,11453,10610,1,88,false,45891,true,337537,42890,40914,true,18536,60758,5053,808,472451,9,2671.16,180.10243344306946,"[8, 50, 180, True]",1
6077,220,1768,11453,56822,1,88,false,45891,true,337537,53168,40914,true,30778,60758,40220,776,472451,9,2670.73,180.10251474380493,"[8, 50, 180, True]",1
6077,360,1768,11453,86518,1,88,false,45891,true,337537,42890,40914,true,18536,60758,40220,808,472451,9,2668.57,180.101469039917,"[8, 50, 180, True]",1
1130,360,1768,54944,42363,1,88,false,35686,false,337537,42890,59098,true,18536,60758,63217,808,346888,9,2666.18,180.09722471237183,"[8, 50, 180, True]",1
11385,72,30862,25821,42363,63,88,false,45891,true,585224,42890,59098,false,20417,9579,63217,808,346888,8,2665.2,180.11255145072937,"[8, 50, 180, True]",1
11385,220,27639,11453,20411,63,88,false,45891,true,462993,59132,40914,false,18482,60758,40220,808,472451,8,2665.19,180.10577178001404,"[8, 50, 180, True]",1
6077,360,1768,11453,86518,1,88,false,36455,true,337537,42890,40914,true,18536,60758,63217,808,472451,8,2664.8,180.08752489089966,"[8, 50, 180, True]",1
6093,746,6253,11453,10610,1,474,false,45891,false,337537,1638,40914,true,18536,60758,5053,808,125266,9,2664.49,180.1244683265686,"[8, 50, 180, True]",1
6077,360,1768,11453,86518,20,88,false,45891,true,337537,53168,40914,true,30778,60758,40220,574,472451,9,2662.42,180.1072940826416,"[8, 50, 180, True]",1
11385,72,30862,11453,42363,63,88,false,45891,true,585224,42890,59098,false,47685,5973,63217,808,346888,8,2661.92,180.11741161346436,"[8, 50, 180, True]",1
6077,220,1768,11453,6194,63,88,true,5198,true,400188,42890,59098,false,18536,60758,40220,808,346888,9,2660.53,180.13128066062927,"[8, 50, 180, True]",1
