time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
35,40,10000,4,0.5,0.8060606060606059,45.55869872570038,0
35,35,15000,4,0.5,0.8545454545454544,46.47988886833191,0
50,30,15000,4,0.5,0.8909090909090909,60.43662919998169,0
35,20,10000,10,0.5,0.7818181818181817,44.800559997558594,0
60,40,15000,4,0.5,0.9515151515151514,72.36272761821746,0
35,25,10000,4,0.5,0.6969696969696969,42.972106552124025,0
35,35,20000,4,0.5,0.8303030303030302,48.12155718803406,1
60,20,25000,4,0.5,0.8666666666666665,70.29069440364837,1
35,40,10000,4,0.8,-0.1515151515151515,45.272699403762815,1
40,20,15000,4,0.9,0.2121212121212121,48.10332407951355,1
