time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
35,40,10000,4,0.5,0.8060606060606059,45.55869872570038,0
35,35,15000,4,0.5,0.8545454545454544,46.47988886833191,0
35,20,10000,10,0.5,0.7818181818181817,44.800559997558594,0
60,40,15000,4,0.5,0.9515151515151514,72.36272761821746,0
35,25,10000,4,0.5,0.6969696969696969,42.972106552124025,0
50,40,10000,4,0.5,0.9030303030303028,60.16518590450287,0
35,35,20000,4,0.5,0.8303030303030302,48.12155718803406,1
35,40,10000,4,0.8,-0.1515151515151515,45.272699403762815,1
35,30,15000,4,0.8,0.5151515151515151,45.41581780910492,1
50,30,15000,4,0.5,0.8909090909090909,60.43662919998169,1
