8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,run_time,encode_time,avg_cpu_util,output_file_mb,bitrate_kbps,encode_fps,cost,fidelity
1,none,2,0.0058017498342885976,0,9,1,12,12.53528251049784,-4:4,auto,0,463,3,dia,15,0,0,vbr,0,12.83,12.83,1104.442712,110.507689,46427.662664,96.91,13.193843364715576,"['Action', '1080p', 60, '20s']"
0,"p8x8,b8x8,i8x8,i4x4",2,1.6737872239990084,1,3,0,-4,44.95752992835689,5:-5,spatial,1,117,3,dia,5,0,0,none,0,10.7,10.7,741.869159,3.003338,1261.794169,112.98,10.896268129348755,"['Action', '1080p', 60, '20s']"
1,all,0,1.1134733359817885,1,1,0,-9,3.992451138914063,4:4,temporal,0,285,4,tesa,63,0,1,none,1,293.15,293.15,876.01228,220.597722,92679.855681,4.09,293.3944613933563,"['Action', '1080p', 60, '20s']"
0,p4x4,2,0.633547650119228,2,14,1,11,33.4872584055462,-2:2,temporal,1,41,1,tesa,61,1,1,vbr,1,154.35,154.35,315.050211,10.509752,4415.468641,7.77,154.5482919216156,"['Action', '1080p', 60, '20s']"
0,all,2,0.10666670738051708,2,12,1,10,31.386568996179058,5:-5,temporal,1,146,0,dia,58,0,0,none,1,36.15,36.15,773.305671,13.394474,5627.428554,33.23,36.35275673866272,"['Action', '1080p', 60, '20s']"
1,p8x8,1,1.8242289785937873,1,16,0,1,35.71747330623866,6:6,spatial,0,230,4,tesa,25,0,1,cbr,1,25.15,25.15,1296.063618,7.398588,3108.37337,47.85,25.311252117156982,"['Action', '1080p', 60, '20s']"
0,p4x4,1,1.0047056807019885,0,13,0,9,20.277408812692933,1:1,none,0,30,1,umh,44,1,1,vbr,1,23.86,23.86,688.013412,55.466631,23303.229527,50.45,24.05983018875122,"['Action', '1080p', 60, '20s']"
1,all,2,0.8158142210634625,1,11,0,7,48.73824874703689,6:-6,spatial,1,190,3,umh,12,1,0,none,0,11.93,11.93,869.823973,2.194526,921.98743,101.29,12.133190631866455,"['Action', '1080p', 60, '20s']"
1,p4x4,1,1.3795718175556013,0,1,1,-11,23.744850053880377,5:5,none,1,52,4,hex,48,0,0,cbr,0,10.77,10.77,920.612813,36.905446,15505.107588,112.26,10.971245288848877,"['Action', '1080p', 60, '20s']"
0,none,0,1.5162055563906298,0,14,0,4,16.608834334436324,3:-3,none,0,497,1,tesa,8,0,0,vbr,1,26.44,26.44,717.246596,88.095436,37011.589365,45.5,26.666625499725342,"['Action', '1080p', 60, '20s']"
0,p8x8,0,0.1924982930809954,1,2,1,-6,26.424915673645295,2:2,spatial,1,404,0,esa,33,1,1,none,1,42.83,42.83,934.648611,25.062319,10529.447303,28.08,43.018975496292114,"['Action', '1080p', 60, '20s']"
0,all,2,0.4836198932200615,0,5,0,-12,7.366165764475697,3:3,auto,1,343,3,hex,51,1,1,vbr,1,25.2,25.2,1333.690476,175.031512,73536.096135,47.78,25.430148363113403,"['Action', '1080p', 60, '20s']"
0,p8x8,3,1.4466348593624907,1,8,1,-4,24.23716759675245,4:-4,none,0,302,3,esa,55,1,1,cbr,0,78.84,78.84,864.091832,29.575528,12425.584701,15.23,79.05271697044373,"['Action', '1080p', 60, '20s']"
0,p8x8,2,0.45375161835961175,0,0,0,-8,6.541907112790859,0:0,auto,1,78,4,dia,19,1,0,cbr,0,19.21,19.21,1127.485685,188.642817,79254.621715,62.94,19.43214726448059,"['Action', '1080p', 60, '20s']"
1,p8x8,1,1.9399513291804569,0,4,0,-7,21.589358941213483,-2:2,none,0,169,0,hex,37,0,0,cbr,0,14.0,14.0,1064.214286,45.482073,19108.411033,86.6,14.180230855941772,"['Action', '1080p', 60, '20s']"
0,"p8x8,b8x8,i8x8,i4x4",3,1.7735301422166612,2,10,1,-8,37.51949162034073,-1:1,auto,1,400,2,esa,41,0,1,vbr,1,75.48,75.48,591.825649,7.737068,3250.579178,15.89,75.66584658622742,"['Action', '1080p', 60, '20s']"
0,p4x4,0,1.1922464815980092,2,6,1,9,43.358602217966876,1:-1,spatial,1,90,2,hex,17,0,0,none,0,32.62,32.62,278.755365,3.824294,1606.703012,36.84,32.797439098358154,"['Action', '1080p', 60, '20s']"
1,none,3,1.8819024075384758,0,5,1,7,3.3725495112864605,3:-3,none,1,429,1,hex,36,1,1,cbr,0,18.67,18.67,904.87413,223.640713,93958.309216,64.68,18.908113718032837,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",3,1.5440088173800803,2,9,0,4,39.74561352498771,1:-1,auto,1,481,0,esa,50,1,1,none,0,52.37,52.37,1199.828146,5.184813,2178.298862,22.92,52.55369281768799,"['Action', '1080p', 60, '20s']"
0,"p8x8,b8x8,i8x8,i4x4",0,0.672437926495288,2,4,1,5,10.026004224337248,5:5,spatial,0,242,4,tesa,27,0,0,cbr,0,72.83,72.83,1149.19676,76.209685,32018.021636,16.47,73.03206253051758,"['Action', '1080p', 60, '20s']"
1,all,0,0.7664794565625074,2,11,0,0,47.25145798704629,2:-2,auto,0,254,2,umh,10,0,1,vbr,0,58.9,58.9,272.529711,2.633738,1106.513771,20.37,59.084187746047974,"['Action', '1080p', 60, '20s']"
1,none,2,0.2951939336489177,1,0,0,-2,11.009952456249431,6:-6,temporal,0,205,1,esa,29,0,0,none,1,23.22,23.22,923.557278,107.953214,45354.449593,52.02,23.440019130706787,"['Action', '1080p', 60, '20s']"
0,all,1,1.6263414891835581,2,7,1,8,14.994238624527117,-3:3,spatial,0,362,1,dia,53,0,0,none,1,56.86,56.86,328.684488,45.726466,19211.08816,21.11,57.05849361419678,"['Action', '1080p', 60, '20s']"
0,none,0,1.2146415028135724,0,13,1,2,50.48702119322842,4:-4,auto,0,3,3,hex,21,1,0,cbr,0,8.05,8.05,466.956522,3.026037,1271.330864,151.82,8.244409799575806,"['Action', '1080p', 60, '20s']"
1,p4x4,3,0.5648480320793671,2,12,0,1,30.0036475991325,-6:6,auto,0,374,0,esa,46,1,0,none,1,46.97,46.97,1117.926336,14.947351,6279.839895,25.57,47.160420417785645,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",3,0.9563838991659179,0,16,1,-11,28.670130949289998,2:2,spatial,1,446,2,umh,6,1,1,vbr,1,18.72,18.72,1282.692308,27.32231,11478.938974,64.35,18.90516710281372,"['Action', '1080p', 60, '20s']"
1,p8x8,3,0.2546833316840079,2,7,1,3,17.922172375300573,-5:5,temporal,0,269,0,dia,60,1,0,vbr,0,21.95,21.95,1015.763098,49.933876,20978.749833,54.85,22.12973976135254,"['Action', '1080p', 60, '20s']"
1,p4x4,1,1.2702265468999714,1,15,1,-2,41.915742407392806,6:6,temporal,1,119,2,tesa,31,1,1,vbr,1,21.99,21.99,1114.915871,4.609612,1936.638899,54.75,22.186821699142456,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",1,0.9308445738312116,1,3,0,-3,0.9681286396513459,0:0,temporal,1,158,2,umh,22,1,1,cbr,0,22.11,22.11,1127.272727,361.025618,151677.913194,54.66,22.357882022857666,"['Action', '1080p', 60, '20s']"
0,none,1,0.395655231078094,1,7,0,-5,35.084018555319176,-3:3,none,0,332,4,umh,39,0,1,cbr,1,13.32,13.32,1238.963964,10.259148,4310.181965,91.04,13.515369176864624,"['Action', '1080p', 60, '20s']"
1,p8x8,1,0.31260622074651323,0,12,1,-2,21.996929105917594,-6:6,none,1,9,2,dia,28,1,1,none,1,9.77,9.77,868.679632,39.636702,16652.591642,124.9,10.00251841545105,"['Action', '1080p', 60, '20s']"
1,all,2,0.19665668730684271,0,14,1,8,12.055564545458907,5:5,auto,0,10,0,dia,35,1,0,cbr,0,14.63,14.63,1380.587833,79.074397,33221.574738,82.9,14.843517065048218,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",2,0.7616321825605741,0,10,1,5,23.09497370924965,4:4,none,0,5,2,hex,19,1,0,cbr,0,12.19,12.19,1034.208368,28.442305,11949.482806,99.65,12.40427303314209,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",0,0.8299349337815742,1,13,1,8,49.82803561062252,4:-4,auto,1,390,1,hex,16,1,0,vbr,1,16.44,16.44,376.3382,2.065141,867.628834,73.57,16.65596890449524,"['Action', '1080p', 60, '20s']"
1,none,3,1.589539022318246,1,12,1,-8,37.55069066399859,4:4,spatial,0,143,2,umh,17,0,1,none,0,14.77,14.77,694.65132,7.36461,3094.097978,81.99,14.964970350265503,"['Action', '1080p', 60, '20s']"
