8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,run_time,encode_time,avg_cpu_util,output_file_mb,bitrate_kbps,encode_fps,cost,fidelity
0,all,0,0.9000470879556722,2,1,0,3,9.87564899347224,4:-4,auto,0,274,0,dia,7,1,1,vbr,1,19.4,19.4,1226.649485,91.268216,38344.57138,63.33,19.79331612586975,"['Action', '1080p', 60, '20s']"
0,p4x4,1,0.6579231988823775,2,1,1,12,3.107833280307471,-4:4,auto,0,222,2,hex,38,1,0,vbr,1,13.61,13.61,1048.56723,185.241983,77825.827616,89.41,13.833346843719482,"['Action', '1080p', 60, '20s']"
1,all,2,1.7587225516887592,1,13,1,7,37.336461276746206,5:5,none,1,119,4,dia,46,0,0,vbr,0,12.9,12.9,1110.620155,7.127499,2994.480351,93.61,13.071835041046143,"['Action', '1080p', 60, '20s']"
0,p8x8,1,1.6770469149427067,0,2,0,6,39.621011987141415,1:1,spatial,0,330,2,hex,13,1,1,vbr,0,12.26,12.26,672.349103,4.861594,2042.50454,98.48,12.44673776626587,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",3,0.8106419407550456,0,16,0,-10,32.13579176907137,-3:3,auto,0,388,2,esa,21,1,1,none,0,32.72,32.72,1364.333741,18.812498,7903.706312,36.8,32.9160270690918,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",3,1.5514839923559374,1,16,0,-9,6.103069230178649,-6:6,spatial,0,286,0,umh,59,0,0,cbr,1,43.47,43.47,968.921095,141.740847,59549.668455,27.63,43.69521141052246,"['Action', '1080p', 60, '20s']"
1,p4x4,0,1.8438040587613436,1,5,1,6,25.808687590462867,2:-2,none,1,244,1,dia,19,0,0,vbr,1,17.01,17.01,483.127572,25.569357,10742.469537,70.87,17.215622425079346,"['Action', '1080p', 60, '20s']"
1,p4x4,1,1.1425229340399008,1,11,0,4,42.12351056008254,-2:2,spatial,1,115,3,esa,34,0,1,vbr,1,16.61,16.61,1313.064419,4.01628,1687.362242,72.57,16.81695318222046,"['Action', '1080p', 60, '20s']"
0,none,2,1.650060033803545,0,9,0,1,45.6918402309844,3:3,spatial,1,450,2,hex,5,0,1,none,1,10.66,10.66,574.577861,2.755876,1157.827694,113.4,10.851393938064575,"['Action', '1080p', 60, '20s']"
0,p4x4,2,0.04649997308801325,2,7,1,1,13.846906301158198,-5:5,temporal,0,164,0,hex,9,1,1,vbr,1,20.34,20.34,952.605703,74.809551,31429.782447,59.19,20.562851905822754,"['Action', '1080p', 60, '20s']"
1,p8x8,3,1.960566130695268,0,0,1,-3,24.690503730689745,-5:5,none,1,491,4,tesa,58,0,1,cbr,1,155.3,155.3,473.25821,29.31869,12317.67926,7.72,155.48948979377747,"['Action', '1080p', 60, '20s']"
0,all,0,0.30415902156343266,2,10,0,4,47.991708796153745,4:4,temporal,1,40,4,umh,49,1,0,vbr,0,44.38,44.38,570.144209,3.069221,1289.473902,27.06,44.55277729034424,"['Action', '1080p', 60, '20s']"
0,p4x4,3,1.497824370781714,2,7,0,10,8.125720277228428,1:-1,temporal,1,431,0,tesa,31,0,0,none,0,41.17,41.17,1212.873452,107.673145,45236.784287,29.18,41.38404202461243,"['Action', '1080p', 60, '20s']"
1,p8x8,0,1.3447939520191026,1,9,1,2,10.478038910607268,3:3,spatial,0,483,1,esa,23,1,1,none,0,35.89,35.89,1008.163834,93.023007,39081.812903,33.55,36.07334041595459,"['Action', '1080p', 60, '20s']"
0,all,0,0.4326498320155123,0,6,1,-11,37.99410580427693,4:4,temporal,1,194,0,umh,25,1,0,cbr,1,17.69,17.69,1326.794799,9.295575,3905.355661,68.09,17.88996911048889,"['Action', '1080p', 60, '20s']"
0,p8x8,2,0.17208660218697622,1,15,1,9,50.990730777431956,6:-6,temporal,0,452,0,tesa,16,1,1,cbr,1,13.75,13.75,1105.163636,2.033637,854.393174,87.82,13.927615404129028,"['Action', '1080p', 60, '20s']"
0,p8x8,3,0.2602316373442125,1,12,1,8,33.78156354385546,0:0,none,1,9,1,hex,64,0,0,cbr,0,18.68,18.68,396.252677,13.611294,5718.521173,64.51,18.855932235717773,"['Action', '1080p', 60, '20s']"
0,p8x8,2,0.7415568608280158,1,4,0,9,27.78915193662015,6:-6,none,0,33,2,esa,43,1,0,none,1,49.06,49.06,948.899307,19.952669,8382.727072,24.47,49.245853424072266,"['Action', '1080p', 60, '20s']"
0,all,0,1.8736157579131025,0,14,1,-12,13.350335791800912,-3:3,temporal,0,181,1,esa,14,1,0,none,0,51.23,51.23,1288.776108,127.336833,53498.101411,23.47,51.46037793159485,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",1,1.130675659110215,1,13,1,-1,16.85867543707265,6:6,temporal,0,371,1,dia,45,0,0,cbr,0,21.54,21.54,961.931291,44.058285,18510.234082,56.03,21.774226427078247,"['Action', '1080p', 60, '20s']"
1,p4x4,2,1.3292790528106893,2,0,0,-1,4.955743707194292,6:6,auto,1,254,3,umh,30,1,1,vbr,0,17.54,17.54,1012.029647,183.419598,77060.187562,68.87,17.763271808624268,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",1,0.9339016861015282,0,12,0,-5,20.931084494499537,1:-1,auto,1,74,4,tesa,42,0,1,cbr,0,122.03,122.03,1390.535114,50.561101,21242.266223,9.83,122.26192140579224,"['Action', '1080p', 60, '20s']"
0,"p8x8,b8x8,i8x8,i4x4",0,1.0471525577774476,2,14,0,-10,34.829613781745216,-4:4,auto,0,67,3,tesa,40,0,0,cbr,1,108.48,108.48,618.989676,11.17115,4693.342159,11.05,108.68001627922058,"['Action', '1080p', 60, '20s']"
1,none,0,1.2598349388934027,2,8,1,-6,17.892910942909328,-1:1,spatial,1,301,4,esa,35,0,1,none,1,40.38,40.38,960.549777,55.94215,23503.009691,29.79,40.59977841377258,"['Action', '1080p', 60, '20s']"
1,none,2,1.406222530792923,0,11,0,-8,30.01071060480842,0:0,none,1,144,3,hex,27,1,0,cbr,0,11.91,11.91,887.741394,23.356588,9812.817733,101.94,12.121857166290283,"['Action', '1080p', 60, '20s']"
