fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,On,Off,On,On,On,On,Off,On,On,Off,Off,On,On,Off,Off,On,On,Off,0.07869911193847656,1.616241216659546,513896,34.422954082489014,2152160,10605,39.168763875961304,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,Off,Off,On,0.09688234329223633,1.4479131698608398,513704,34.418720960617065,2152160,10605,38.547223806381226,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,0.10363984107971191,1.459486961364746,521896,34.10878038406372,2152160,10605,38.35206055641174,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,On,On,On,0.0848689079284668,1.4589042663574219,515192,34.07603669166565,2152160,10605,38.2122802734375,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,Off,Off,Off,Off,Off,On,On,On,On,Off,On,On,On,Off,Off,0.08869028091430664,1.462475061416626,515000,34.066184759140015,2152160,10605,38.18129110336304,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,On,On,Off,Off,Off,On,On,0.07915019989013672,1.4802186489105225,513896,34.04475545883179,2152160,10605,38.051501750946045,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,On,Off,Off,0.08405733108520508,1.472620964050293,523384,34.064961433410645,2152160,10605,38.17398023605347,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,0.08916950225830078,1.5182199478149414,523192,34.000718116760254,2152160,10605,38.12843108177185,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,Off,On,On,Off,Off,On,Off,Off,On,Off,On,Off,On,On,0.0927739143371582,1.5598886013031006,523384,34.1091570854187,2152160,10605,38.355188846588135,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,On,On,On,Off,Off,On,Off,On,0.09658932685852051,1.451545238494873,521896,34.04412317276001,2152160,10605,38.101643085479736,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,On,On,Off,On,On,Off,Off,On,On,Off,Off,On,On,Off,0.09703969955444336,0.1731553077697754,22576,0.10506033897399902,12163,186,2.874741792678833,"[80, 5, 1, 1, 10]"
On,Off,Off,Off,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,Off,Off,On,0.07736372947692871,0.14886116981506348,22576,0.08685827255249023,12163,186,2.8757834434509277,"[80, 5, 1, 1, 10]"
Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,0.08162832260131836,0.1796281337738037,22576,0.0820622444152832,12163,186,2.8526384830474854,"[80, 5, 1, 1, 10]"
Off,Off,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,On,On,On,0.08555912971496582,0.1625528335571289,23632,0.09067273139953613,12163,186,2.795412540435791,"[80, 5, 1, 1, 10]"
Off,On,On,Off,On,Off,Off,Off,Off,Off,On,On,On,On,Off,On,On,On,Off,Off,0.09018206596374512,0.1445460319519043,23632,0.0755624771118164,12163,186,2.809298038482666,"[80, 5, 1, 1, 10]"
Off,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,On,On,Off,Off,Off,On,On,0.09011650085449219,0.13982510566711426,22576,0.09126687049865723,12163,186,2.9215850830078125,"[80, 5, 1, 1, 10]"
On,Off,On,On,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,On,Off,Off,0.09003567695617676,0.13976287841796875,23632,0.08130621910095215,12163,186,2.832014560699463,"[80, 5, 1, 1, 10]"
Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,0.0847330093383789,0.1373746395111084,23632,0.07716703414916992,12163,186,2.85499906539917,"[80, 5, 1, 1, 10]"
On,On,On,On,Off,On,Off,On,On,Off,Off,On,Off,Off,On,Off,On,Off,On,On,0.06969213485717773,0.15244507789611816,23632,0.08646416664123535,12163,186,2.760082721710205,"[80, 5, 1, 1, 10]"
On,Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,On,On,On,Off,Off,On,Off,On,0.09851503372192383,0.15802907943725586,22576,0.07878375053405762,12163,186,2.9156980514526367,"[80, 5, 1, 1, 10]"
On,On,On,Off,On,On,On,On,Off,On,On,Off,Off,On,On,Off,Off,On,On,Off,0.08403277397155762,0.1993706226348877,57152,0.11625337600708008,37862,352,2.9334700107574463,"[60, 20, 1, 2, 5]"
On,Off,Off,Off,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,Off,Off,On,0.09045624732971191,0.18030357360839844,57152,0.11663937568664551,37862,352,2.911345958709717,"[60, 20, 1, 2, 5]"
Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,0.08385038375854492,0.1730363368988037,57152,0.11398577690124512,37862,352,2.9117860794067383,"[60, 20, 1, 2, 5]"
Off,Off,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,On,On,On,0.08663749694824219,0.16271066665649414,58208,0.11408567428588867,37862,352,2.817531108856201,"[60, 20, 1, 2, 5]"
Off,On,On,Off,On,Off,Off,Off,Off,Off,On,On,On,On,Off,On,On,On,Off,Off,0.09201622009277344,0.16435670852661133,58208,0.09103083610534668,37862,352,2.894544839859009,"[60, 20, 1, 2, 5]"
Off,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,On,On,Off,Off,Off,On,On,0.09801554679870605,0.16808485984802246,57152,0.10037398338317871,37862,352,2.922001361846924,"[60, 20, 1, 2, 5]"
On,Off,On,On,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,On,Off,Off,0.08312082290649414,0.14930415153503418,58208,0.09896254539489746,37862,352,2.865083694458008,"[60, 20, 1, 2, 5]"
Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,0.09861874580383301,0.1458268165588379,58208,0.09314894676208496,37862,352,2.793534755706787,"[60, 20, 1, 2, 5]"
On,On,On,On,Off,On,Off,On,On,Off,Off,On,Off,Off,On,Off,On,Off,On,On,0.08783149719238281,0.1925814151763916,58208,0.10464644432067871,37862,352,2.8760414123535156,"[60, 20, 1, 2, 5]"
On,Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,On,On,On,Off,Off,On,Off,On,0.0797262191772461,0.16279959678649902,57152,0.10363054275512695,37862,352,2.8276846408843994,"[60, 20, 1, 2, 5]"
On,On,On,Off,On,On,On,On,Off,On,On,Off,Off,On,On,Off,Off,On,On,Off,0.09982609748840332,0.24608659744262695,60904,0.4830899238586426,207872,2138,3.3573615550994873,"[70, 10, 3, 2, 35]"
On,Off,Off,Off,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,Off,Off,On,0.08871698379516602,0.21076226234436035,60904,0.49139881134033203,207872,2138,3.2840566635131836,"[70, 10, 3, 2, 35]"
Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,0.08671164512634277,0.20423197746276855,65000,0.47266244888305664,207872,2138,3.31109356880188,"[70, 10, 3, 2, 35]"
Off,Off,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,On,On,On,0.09056806564331055,0.2362978458404541,62008,0.46234917640686035,207872,2138,3.3127663135528564,"[70, 10, 3, 2, 35]"
Off,On,On,Off,On,Off,Off,Off,Off,Off,On,On,On,On,Off,On,On,On,Off,Off,0.09180450439453125,0.20747017860412598,62008,0.48569202423095703,207872,2138,3.265190839767456,"[70, 10, 3, 2, 35]"
Off,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,On,On,Off,Off,Off,On,On,0.08788514137268066,0.21808481216430664,60904,0.4802372455596924,207872,2138,3.296020030975342,"[70, 10, 3, 2, 35]"
On,Off,On,On,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,On,Off,Off,0.08644676208496094,0.21197748184204102,66104,0.46278953552246094,207872,2138,3.268214225769043,"[70, 10, 3, 2, 35]"
Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,0.08222484588623047,0.22833991050720215,66104,0.47971272468566895,207872,2138,3.288133144378662,"[70, 10, 3, 2, 35]"
On,On,On,On,Off,On,Off,On,On,Off,Off,On,Off,Off,On,Off,On,Off,On,On,0.11362481117248535,0.20193839073181152,66104,0.48731160163879395,207872,2138,3.270528793334961,"[70, 10, 3, 2, 35]"
