inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,5,2,1,5,0.33333333333333326,2.81951744556427,0
60,20,1,1,35,0.5151515151515151,2.8829474210739137,0
90,20,3,2,5,0.38181818181818183,2.842328643798828,0
80,35,2,1,20,0.406060606060606,2.903251075744629,1
80,20,3,1,35,0.16363636363636364,3.012754726409912,2
80,35,2,2,20,0.34545454545454546,3.056227612495422,2
60,20,3,1,35,0.11515151515151514,3.036708188056946,3
90,20,1,4,20,0.309090909090909,3.160008192062378,3
60,5,2,4,20,0.18787878787878787,3.14546480178833,3
50,15,1,2,25,-0.17575757575757575,3.0538450956344603,4
