inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,35,2,2,15,0.5151515151515151,3.090876841545105,0
90,35,2,2,5,0.3939393939393939,2.873318409919739,0
90,35,2,2,10,0.49090909090909085,2.8968562126159667,0
70,20,2,2,5,0.2606060606060606,2.8268303871154785,0
50,10,3,4,20,0.35757575757575755,3.626017379760742,1
90,10,2,2,10,0.29696969696969694,2.8977105379104615,1
80,10,2,2,5,-0.3939393939393939,2.831079840660095,1
70,10,1,4,5,0.09090909090909088,2.865119528770447,1
60,20,2,1,10,-0.01818181818181818,2.8514078140258787,1
80,10,2,2,10,0.28484848484848485,2.9228582859039305,2
