inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,5,3,1,10,0.19999999999999998,2.880131793022156,0
70,15,1,3,20,0.5757575757575757,2.958313536643982,0
50,25,1,3,20,-0.006060606060606061,2.848757100105286,0
90,15,1,3,20,0.01818181818181818,2.956885266304016,1
50,25,2,4,20,0.5030303030303029,3.559704875946045,1
60,5,2,3,15,0.41818181818181815,2.98175904750824,1
70,15,2,1,5,-0.23636363636363633,2.871573781967163,1
90,5,2,1,15,-0.16363636363636364,2.891904044151306,1
60,35,1,2,15,-0.43030303030303024,2.874217319488525,2
90,15,2,4,20,0.2727272727272727,3.197787117958069,2
