time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,20,20000,10,0.5,0.8909090909090909,46.43062243461609,0
30,30,45000,6,0.5,0.9151515151515152,60.19072721004486,0
30,30,10000,6,0.5,0.6606060606060605,39.91342418193817,0
40,25,40000,4,0.5,0.7818181818181817,57.356404542922974,1
50,20,35000,4,0.5,0.8909090909090909,63.28078272342682,1
50,45,35000,4,0.5,0.8909090909090909,76.22344677448272,1
40,20,40000,4,0.9,0.5393939393939393,54.3302604675293,1
50,30,10000,6,0.5,0.7333333333333332,59.850213050842285,2
55,30,45000,6,0.5,0.8424242424242423,85.18583614826203,2
35,45,20000,10,0.7,0.8424242424242423,63.53114025592804,2
