threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,10,False,0.709090909090909,10.055974340438842,0
4,40,50,True,0.9151515151515152,50.12192029953003,0
1,35,10,False,0.33333333333333326,10.054094338417054,0
10,10,25,True,0.8303030303030302,25.06823811531067,0
8,25,50,True,0.8424242424242423,50.1108056306839,0
8,35,10,True,0.5151515151515151,10.057955312728883,1
8,35,50,True,0.8666666666666665,55.22806150913239,1
8,35,25,True,0.6969696969696969,25.087186527252197,1
8,35,50,False,0.8303030303030302,50.121154594421384,1
10,50,10,True,0.6969696969696969,10.05880265235901,1
