threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,50,True,0.8666666666666665,55.22806150913239,0
8,40,15,True,0.6363636363636362,15.070855975151062,0
8,35,10,True,0.5151515151515151,10.057955312728883,0
8,35,25,True,0.6969696969696969,25.087186527252197,0
8,50,10,True,0.5878787878787878,10.059829187393188,0
8,25,55,True,0.6606060606060605,55.1089332818985,1
8,30,45,True,0.6606060606060605,45.10515592098236,1
8,45,40,True,0.4545454545454545,40.119029021263124,1
8,40,50,True,0.6242424242424242,50.127507376670835,2
8,15,60,True,0.43030303030303024,60.076362419128415,3
