threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,10,False,0.709090909090909,10.055974340438842,0
4,40,50,True,0.9151515151515152,50.12192029953003,0
8,35,50,False,0.8303030303030302,50.121154594421384,0
8,40,15,True,0.6363636363636362,15.070855975151062,1
8,35,10,True,0.5151515151515151,10.057955312728883,1
8,35,25,True,0.6969696969696969,25.087186527252197,1
8,50,10,True,0.5878787878787878,10.059829187393188,1
8,35,50,True,0.8666666666666665,55.22806150913239,1
8,35,55,True,0.8424242424242423,55.12527606487274,1
8,30,55,True,0.7939393939393938,55.10871078968048,1
