time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.5878787878787878,43.035450506210324,0
35,35,25000,4,0.5,0.8545454545454544,50.459072422981265,0
50,40,10000,8,0.5,0.7939393939393938,63.47938907146454,1
45,35,10000,4,0.5,0.7212121212121211,54.16095216274262,1
40,40,40000,4,0.5,0.7575757575757575,65.75003485679626,2
30,30,25000,10,0.5,0.43030303030303024,55.32096245288849,2
35,25,50000,10,0.5,0.6969696969696969,73.78656814098358,3
40,30,30000,10,0.5,0.6121212121212121,69.33680531978607,3
45,45,25000,10,0.5,0.6242424242424242,79.9440058708191,4
55,35,40000,8,0.5,0.1515151515151515,90.76901516914367,5
