time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.5878787878787878,43.035450506210324,0
35,35,25000,4,0.5,0.8545454545454544,50.459072422981265,0
35,35,25000,10,0.5,0.8666666666666665,62.985402607917784,0
30,30,25000,4,0.5,0.7575757575757575,44.00155916213989,0
40,40,25000,4,0.5,0.7818181818181817,57.00088567733765,1
50,40,10000,8,0.5,0.7939393939393938,63.47938907146454,1
45,35,10000,4,0.5,0.7212121212121211,54.16095216274262,1
35,35,25000,6,0.5,0.5030303030303029,54.14657289981842,1
35,25,15000,8,0.5,0.5030303030303029,48.1293125629425,1
35,35,10000,8,0.5,-0.0303030303030303,47.27168018817902,1
