ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,evaluated_time,fidelity_setting,corr
On,Off,Off,Off,Off,On,On,On,On,On,Off,On,Off,On,On,On,On,On,Off,Off,0.0739896297454834,3.000105142593384,"[90, 25, 3, 3, 15]",0.7333333333333332
Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,0.07522797584533691,3.093106508255005,"[90, 25, 3, 3, 15]",0.7333333333333332
On,On,Off,On,Off,Off,Off,Off,On,On,On,On,On,On,Off,On,On,Off,On,Off,0.0756220817565918,3.144726514816284,"[90, 25, 3, 3, 15]",0.7333333333333332
On,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,Off,On,Off,Off,On,0.07642769813537598,3.107257604598999,"[90, 25, 3, 3, 15]",0.7333333333333332
Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,On,On,Off,Off,0.07810020446777344,3.121152400970459,"[90, 25, 3, 3, 15]",0.7333333333333332
Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,On,Off,On,On,Off,Off,0.07978081703186035,3.0987801551818848,"[90, 25, 3, 3, 15]",0.7333333333333332
On,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,Off,On,Off,Off,Off,On,On,0.08498024940490723,3.1376235485076904,"[90, 25, 3, 3, 15]",0.7333333333333332
Off,On,On,Off,Off,Off,On,Off,On,On,Off,Off,On,On,On,Off,On,Off,On,Off,0.08551263809204102,3.090822219848633,"[90, 25, 3, 3, 15]",0.7333333333333332
On,On,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,Off,On,On,Off,On,Off,0.0869605541229248,3.22194242477417,"[90, 25, 3, 3, 15]",0.7333333333333332
On,On,On,Off,On,On,On,Off,On,On,Off,Off,Off,On,On,On,On,On,Off,On,0.08848381042480469,3.1286120414733887,"[90, 25, 3, 3, 15]",0.7333333333333332
Off,Off,Off,On,Off,On,On,On,On,Off,Off,On,Off,On,Off,On,On,On,On,Off,0.088531494140625,3.163264274597168,"[90, 25, 3, 3, 15]",0.7333333333333332
Off,Off,On,Off,On,Off,Off,On,On,Off,Off,On,On,Off,Off,On,Off,Off,On,On,0.0898287296295166,3.1561901569366455,"[90, 25, 3, 3, 15]",0.7333333333333332
Off,On,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,On,Off,Off,Off,Off,0.08992743492126465,3.1547701358795166,"[90, 25, 3, 3, 15]",0.7333333333333332
Off,Off,Off,On,Off,Off,On,On,Off,On,Off,On,On,Off,Off,Off,On,On,On,Off,0.09050536155700684,3.1892361640930176,"[90, 25, 3, 3, 15]",0.7333333333333332
Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,On,Off,Off,On,0.0911703109741211,3.215801954269409,"[90, 25, 3, 3, 15]",0.7333333333333332
On,Off,On,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,0.09159421920776367,3.073347568511963,"[90, 25, 3, 3, 15]",0.7333333333333332
Off,On,On,On,On,Off,On,On,On,On,Off,Off,On,Off,On,On,On,On,On,Off,0.09275221824645996,3.1835439205169678,"[90, 25, 3, 3, 15]",0.7333333333333332
Off,On,Off,On,Off,On,On,Off,On,On,Off,On,On,Off,On,Off,Off,Off,On,Off,0.09863424301147461,3.143036127090454,"[90, 25, 3, 3, 15]",0.7333333333333332
Off,On,Off,On,Off,On,On,Off,Off,On,Off,Off,On,On,On,On,On,On,Off,Off,0.09988975524902344,3.1856391429901123,"[90, 25, 3, 3, 15]",0.7333333333333332
Off,Off,On,On,On,Off,Off,Off,On,On,Off,Off,On,On,Off,On,Off,Off,On,Off,0.1000821590423584,3.126350164413452,"[90, 25, 3, 3, 15]",0.7333333333333332
