time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,20,20000,10,0.5,0.9030303030303028,45.92680652141571,0
40,20,50000,4,0.5,0.9393939393939393,58.054822540283205,0
30,30,45000,6,0.5,0.9151515151515152,58.048528575897215,0
30,20,10000,10,0.9,0.7818181818181817,40.1685051202774,0
40,30,20000,10,0.8,0.9151515151515152,60.87943329811096,1
30,20,40000,10,0.5,0.7696969696969697,58.984430932998656,1
30,30,20000,4,0.5,0.7333333333333332,41.93971846103668,1
35,20,40000,4,0.5,0.7454545454545454,49.41621651649475,1
40,25,40000,4,0.5,0.6969696969696969,57.08484482765198,2
55,20,20000,10,0.5,0.9030303030303028,71.07012810707093,2
