time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,20,20000,10,0.5,0.9030303030303028,45.92680652141571,0
40,20,50000,4,0.5,0.9393939393939393,58.054822540283205,0
30,30,45000,6,0.5,0.9151515151515152,58.048528575897215,0
40,25,40000,4,0.5,0.6969696969696969,57.08484482765198,1
55,20,20000,10,0.5,0.9030303030303028,71.07012810707093,1
30,20,40000,10,0.5,0.7696969696969697,58.984430932998656,1
45,45,30000,6,0.5,0.8545454545454544,73.058966588974,2
40,30,50000,10,0.5,0.8666666666666665,86.80042064189911,2
30,40,35000,10,0.5,0.8424242424242423,72.3845508813858,2
50,30,10000,6,0.5,0.6121212121212121,59.92348318099975,2
