time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,40,35000,10,0.5,0.9030303030303028,85.22516186237335,0
55,40,40000,4,0.5,0.9757575757575757,85.33326480388641,0
40,25,40000,10,0.5,0.8909090909090909,72.13641891479492,0
30,20,20000,4,0.5,0.6969696969696969,39.12429242134094,0
30,30,20000,6,0.5,0.8909090909090909,44.47102975845337,0
55,30,45000,6,0.5,0.9393939393939393,87.03737161159515,1
50,35,20000,6,0.5,0.709090909090909,66.46522467136383,1
30,20,20000,10,0.5,0.6606060606060605,45.641826605796815,1
40,25,40000,4,0.7,0.6848484848484848,57.56883978843689,1
40,30,45000,6,0.5,0.7333333333333332,78.1688678741455,1
