threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,40,15,True,0.9393939393939393,16.674953651428222,0
8,35,10,True,0.9393939393939393,10.074520659446716,0
8,50,10,True,0.9272727272727272,10.073553490638734,0
2,35,10,True,0.9272727272727272,10.065708756446838,0
8,30,40,True,0.9999999999999999,40.10386283397675,0
8,30,20,False,0.9515151515151514,20.08360300064087,0
4,30,15,True,0.9393939393939393,15.077730727195739,0
8,35,15,True,0.9272727272727272,15.075281620025635,1
8,35,50,True,0.9878787878787878,50.0961989402771,1
8,40,40,False,0.9636363636363635,40.11341755390167,1
