8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,run_time,evaluated_time,fidelity_setting,corr
0,p8x8,2,0.7963403618786435,2,0,0,4,49.801977859487394,0:0,temporal,1,321,1,dia,60,0,1,vbr,0,10.09,10.234651327133179,"['Action', '1080p', 60, '20s']",1
1,none,3,0.4498679550631097,0,12,1,0,28.58475890485096,-4:4,auto,1,475,0,hex,22,0,0,none,1,11.11,11.266181230545044,"['Action', '1080p', 60, '20s']",1
1,p4x4,0,0.4498679550631097,0,12,0,7,28.58475890485096,-4:4,none,1,326,0,hex,12,1,0,vbr,1,11.17,11.322458267211914,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,1.270976006081585,1,12,1,0,26.763382110464214,-4:4,auto,1,445,0,hex,17,0,0,vbr,1,11.18,11.318429708480835,"['Action', '1080p', 60, '20s']",1
0,p4x4,3,0.4498679550631097,0,12,1,0,28.58475890485096,-4:4,none,1,445,0,hex,17,0,0,none,1,11.4,11.544498920440674,"['Action', '1080p', 60, '20s']",1
1,p4x4,1,1.195380953907058,0,12,0,10,29.585346184273632,0:0,spatial,1,326,2,hex,22,0,0,none,0,12.04,12.184991598129272,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,1.2932080819328864,0,12,0,7,16.60761245102158,-1:1,spatial,1,326,0,hex,17,1,1,vbr,1,12.66,12.817241907119751,"['Action', '1080p', 60, '20s']",1
0,none,3,1.195380953907058,0,12,1,5,29.585346184273632,-1:1,spatial,1,326,0,umh,17,1,1,vbr,0,12.78,12.913485527038574,"['Action', '1080p', 60, '20s']",1
1,p4x4,1,1.195380953907058,0,14,1,10,29.585346184273632,0:0,temporal,1,117,0,umh,22,0,1,vbr,1,13.12,13.252001762390137,"['Action', '1080p', 60, '20s']",1
1,"p8x8,b8x8,i8x8,i4x4",0,0.9936193775202311,1,6,1,-4,26.763382110464214,6:-6,spatial,1,385,3,dia,4,0,0,none,1,13.13,13.272409439086914,"['Action', '1080p', 60, '20s']",1
1,p4x4,1,1.195380953907058,0,16,1,1,28.58475890485096,0:0,none,1,117,0,umh,22,1,1,vbr,1,13.37,13.515496730804443,"['Action', '1080p', 60, '20s']",1
0,p4x4,3,1.195380953907058,0,14,1,5,29.585346184273632,0:0,none,1,187,0,umh,17,0,1,none,0,13.4,13.552772283554077,"['Action', '1080p', 60, '20s']",1
1,none,0,1.2932080819328864,0,14,0,7,16.60761245102158,0:0,auto,1,475,4,hex,22,0,1,vbr,1,13.47,13.615166664123535,"['Action', '1080p', 60, '20s']",1
0,"p8x8,b8x8,i8x8,i4x4",0,1.270976006081585,1,6,1,-4,26.763382110464214,6:6,auto,1,250,3,hex,22,0,0,vbr,1,13.53,13.689126968383789,"['Action', '1080p', 60, '20s']",1
0,p4x4,1,1.195380953907058,0,14,1,2,29.585346184273632,0:0,temporal,1,475,0,umh,22,0,1,vbr,0,13.53,13.666078329086304,"['Action', '1080p', 60, '20s']",1
1,p8x8,3,0.4498679550631097,0,16,1,0,28.58475890485096,-4:4,none,1,445,0,umh,12,1,0,none,0,13.77,13.905594110488892,"['Action', '1080p', 60, '20s']",1
1,none,3,1.195380953907058,0,14,1,10,29.585346184273632,0:0,auto,1,117,0,umh,22,0,1,vbr,1,13.79,13.92601227760315,"['Action', '1080p', 60, '20s']",1
1,none,3,1.195380953907058,0,14,1,5,29.585346184273632,0:0,auto,1,475,0,umh,22,0,1,vbr,0,13.83,13.98785948753357,"['Action', '1080p', 60, '20s']",1
1,p8x8,3,0.4498679550631097,0,14,1,10,29.585346184273632,-4:4,temporal,1,445,0,umh,12,0,0,none,0,13.83,13.99235987663269,"['Action', '1080p', 60, '20s']",1
1,p8x8,3,0.4498679550631097,0,13,1,0,28.58475890485096,-4:4,none,1,79,0,umh,12,1,0,none,0,14.04,14.181976556777954,"['Action', '1080p', 60, '20s']",1
