8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,run_time,evaluated_time,fidelity_setting,corr
0,p4x4,3,0.7963403618786435,2,0,0,4,49.801977859487394,0:0,temporal,1,12,4,hex,47,0,0,vbr,0,8.24,8.38521671295166,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.7963403618786435,2,0,0,4,49.801977859487394,0:0,temporal,0,12,0,hex,22,0,0,vbr,0,8.3,8.433328628540039,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.7963403618786435,2,0,0,4,49.801977859487394,5:-5,temporal,1,12,4,hex,22,0,0,none,1,8.42,8.568798065185547,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.7963403618786435,2,0,0,4,49.801977859487394,3:-3,temporal,1,12,4,hex,22,0,0,none,0,8.45,8.586988925933838,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.7963403618786435,2,0,1,4,49.801977859487394,0:0,temporal,0,12,4,hex,22,0,0,vbr,0,8.53,8.66539740562439,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.4774651160380594,2,0,0,4,49.801977859487394,0:0,temporal,1,12,4,hex,22,0,1,vbr,0,8.53,8.657039165496826,"['Action', '1080p', 60, '20s']",1
0,p4x4,3,0.7963403618786435,2,0,0,4,49.801977859487394,0:0,temporal,1,12,4,hex,22,0,0,vbr,0,8.67,8.822502613067627,"['Action', '1080p', 60, '20s']",1
0,p4x4,3,0.7963403618786435,2,0,0,4,49.801977859487394,0:0,temporal,1,12,4,hex,22,0,1,vbr,0,8.68,8.80445408821106,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.7963403618786435,2,0,0,4,49.801977859487394,0:0,temporal,0,12,0,hex,22,0,0,vbr,1,8.7,8.836302042007446,"['Action', '1080p', 60, '20s']",1
1,p4x4,1,0.7963403618786435,2,0,0,4,49.801977859487394,5:-5,temporal,0,30,0,hex,9,0,0,none,0,8.72,8.85563349723816,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.7963403618786435,2,0,0,4,49.801977859487394,5:-5,temporal,0,30,0,hex,22,0,0,none,1,8.75,8.905706882476807,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.4774651160380594,2,0,0,4,49.801977859487394,0:0,temporal,1,30,4,hex,22,0,1,none,0,8.76,8.902726888656616,"['Action', '1080p', 60, '20s']",1
0,p4x4,3,0.7963403618786435,2,0,1,4,49.801977859487394,0:0,temporal,1,30,0,hex,22,0,1,none,1,8.78,8.926018238067627,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.7963403618786435,0,0,0,4,49.801977859487394,5:-5,temporal,0,30,0,hex,22,0,0,none,1,8.78,8.929693937301636,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.7963403618786435,2,0,0,4,49.801977859487394,0:0,temporal,0,30,0,hex,9,0,0,none,1,8.8,8.94345736503601,"['Action', '1080p', 60, '20s']",1
1,p4x4,1,0.7963403618786435,2,0,0,6,49.801977859487394,5:-5,temporal,0,30,0,hex,9,0,0,none,0,8.8,8.932458400726318,"['Action', '1080p', 60, '20s']",1
1,p4x4,2,0.4774651160380594,2,0,1,6,49.801977859487394,1:1,temporal,0,30,4,hex,9,0,0,none,0,8.8,8.93450927734375,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.7963403618786435,2,0,0,4,49.801977859487394,0:0,spatial,0,30,4,hex,9,0,0,none,1,8.82,8.965030670166016,"['Action', '1080p', 60, '20s']",1
1,none,3,0.4774651160380594,2,0,0,6,49.801977859487394,0:0,temporal,1,30,4,hex,22,0,1,none,0,8.82,8.95525050163269,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,1.8129654034251879,2,0,0,4,49.801977859487394,0:0,temporal,1,30,4,hex,36,0,1,none,1,8.84,8.97914981842041,"['Action', '1080p', 60, '20s']",1
