inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,15,2,2,5,0.0303030303030303,2.847357964515686,0
50,25,1,2,25,-0.5636363636363636,2.7870460510253907,0
50,10,1,2,25,0.33333333333333326,2.9639221906661986,0
80,15,3,2,5,-0.19999999999999998,2.8802881240844727,1
70,25,2,3,5,0.07878787878787878,3.0545809268951416,1
50,35,3,4,20,0.11515151515151514,4.460125851631164,1
60,20,2,4,10,-0.22424242424242422,3.0154350280761717,2
60,15,2,1,25,-0.33333333333333326,2.921269083023071,2
70,25,3,3,25,-0.23636363636363633,3.5656195640563966,3
70,25,2,4,25,-0.2727272727272727,3.6732540130615234,4
