inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,25,1,2,5,0.29696969696969694,2.762323331832886,0
50,25,1,3,20,0.33333333333333326,2.8138911962509154,0
70,25,1,2,20,0.3696969696969697,2.8156123399734496,0
60,20,2,2,5,0.6242424242424242,2.8395994663238526,0
50,25,1,1,25,-0.01818181818181818,2.785015416145325,1
70,25,1,3,5,-0.4666666666666666,2.773525524139404,1
60,25,1,2,5,0.23636363636363633,2.7972410917282104,1
90,25,1,1,5,0.006060606060606061,2.791250205039978,1
60,15,1,1,5,0.29696969696969694,2.8324175596237184,1
70,25,1,2,5,0.4545454545454545,2.842244267463684,1
