threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,50,True,0.4787878787878787,50.122527718544006,0
8,35,10,True,0.1515151515151515,10.054555010795593,0
8,50,10,True,0.4424242424242424,10.055193614959716,0
8,35,10,False,0.19999999999999998,10.055001807212829,0
8,35,60,True,0.5393939393939393,60.12719247341156,0
8,40,15,True,0.33333333333333326,15.069921684265136,1
6,35,50,True,0.406060606060606,50.11310987472534,1
8,40,10,True,0.16363636363636364,10.058469676971436,1
8,25,25,True,-0.3939393939393939,25.081354308128358,2
8,45,40,True,0.2121212121212121,40.11667478084564,2
