maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
3429,751,39082,48863,69999,102,204,true,12561,true,375670,28008,63028,false,21411,50762,3501,267,32629,3,1009.45,10.047454595565796,"[4, 50, 10, False]",0.6727272727272726
8520,901,23930,36289,15648,46,224,true,41945,false,178419,43651,30798,true,20471,12925,6653,858,462362,8,973.22,10.053873777389526,"[4, 50, 10, False]",0.6727272727272726
15601,531,51933,36289,15648,356,273,true,2140,true,323393,42819,58823,true,61459,56173,13228,955,426360,7,971.73,10.0635507106781,"[4, 50, 10, False]",0.6727272727272726
17525,961,23930,4890,28337,46,224,true,35057,false,32752,13646,88500,true,20471,12925,6653,858,431785,8,967.77,10.047829389572144,"[4, 50, 10, False]",0.6727272727272726
11439,234,21568,45743,54356,378,250,true,25946,true,376517,33401,49226,true,25684,33706,11749,710,126930,6,964.38,10.056166410446167,"[4, 50, 10, False]",0.6727272727272726
8520,531,51933,36289,15648,342,273,true,21613,false,323393,28803,30798,true,12264,14843,13228,955,462362,7,961.73,10.058397769927979,"[4, 50, 10, False]",0.6727272727272726
9336,901,20366,27983,9371,255,105,true,4303,true,178419,658,6205,true,55107,28490,65477,411,597000,7,943.39,10.054198026657104,"[4, 50, 10, False]",0.6727272727272726
11681,557,20366,44181,9371,255,105,true,4303,true,178419,658,78636,true,55107,28490,65477,411,597000,7,939.99,10.065409660339355,"[4, 50, 10, False]",0.6727272727272726
15251,382,42461,48506,37253,427,275,false,13020,true,41604,24569,6866,true,64334,48817,55230,680,185810,2,936.41,10.056316137313843,"[4, 50, 10, False]",0.6727272727272726
3429,751,20366,48863,9371,102,204,false,12561,true,542213,658,63028,false,55107,50762,65477,267,197589,3,936.33,10.058042049407959,"[4, 50, 10, False]",0.6727272727272726
8520,901,13105,36289,15648,342,273,false,41945,true,178419,43651,30798,true,12264,14843,24880,955,462362,7,934.41,10.050156593322754,"[4, 50, 10, False]",0.6727272727272726
8520,901,23930,4890,28337,46,224,false,29021,false,178419,43651,88500,true,12264,7745,6653,411,431785,7,916.21,10.061584949493408,"[4, 50, 10, False]",0.6727272727272726
11681,557,39082,44181,69536,178,105,true,7739,true,375670,28008,78636,false,21411,52388,3501,66,32629,3,913.93,10.056944847106934,"[4, 50, 10, False]",0.6727272727272726
11681,557,20366,44181,9371,178,105,true,7739,true,542213,658,78636,false,55107,52388,65477,66,197589,3,913.23,10.056478500366211,"[4, 50, 10, False]",0.6727272727272726
3623,66,41804,36289,15993,357,273,false,29059,false,178419,7317,30798,false,12264,14843,31236,426,462362,6,897.11,10.052709102630615,"[4, 50, 10, False]",0.6727272727272726
8520,901,13105,36289,27783,342,23,false,4303,false,178419,43651,6205,true,12264,14843,13228,411,597000,7,894.84,10.060003757476807,"[4, 50, 10, False]",0.6727272727272726
16667,975,42863,11970,63689,257,342,true,30841,true,290131,22949,88696,false,29465,8767,55951,765,495327,7,894.1,10.062978267669678,"[4, 50, 10, False]",0.6727272727272726
17525,961,13105,4890,28337,266,273,false,35057,true,32752,13646,88500,true,12264,14843,24880,955,431785,7,891.68,10.058177947998047,"[4, 50, 10, False]",0.6727272727272726
9336,901,13105,27983,27783,255,23,false,4303,true,178419,43651,6205,true,8222,58848,24880,411,597000,7,888.03,10.049023151397705,"[4, 50, 10, False]",0.6727272727272726
11681,557,13105,44181,27783,178,23,false,7739,true,542213,43651,78636,false,8222,58848,24880,66,197589,3,884.6,10.056069374084473,"[4, 50, 10, False]",0.6727272727272726
