ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,On,Off,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,Off,Off,On,Off,0.09493541717529297,5.6057493686676025,1252968,34.88981056213379,2152160,10605,44.27657222747803,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,On,Off,On,0.0923776626586914,5.481653690338135,1248872,34.758666038513184,2152160,10605,42.89669585227966,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,Off,Off,Off,0.07540726661682129,5.516450881958008,1252968,34.63746976852417,2152160,10605,42.73237872123718,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,Off,Off,On,On,On,On,Off,Off,On,On,On,Off,On,On,On,0.09167599678039551,5.532761335372925,1251544,34.791975021362305,2152160,10605,42.962587118148804,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,0.09478545188903809,5.545160293579102,1248872,34.739837884902954,2152160,10605,42.99905014038086,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,Off,On,On,On,On,On,Off,Off,Off,Off,On,Off,On,On,0.09820008277893066,5.49912166595459,1252968,34.61790418624878,2152160,10605,42.89925503730774,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,On,On,On,On,On,On,On,On,Off,On,On,On,On,Off,0.08535313606262207,5.4849302768707275,1248872,34.608359813690186,2152160,10605,42.74609684944153,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On,0.08103132247924805,5.484923362731934,1255640,34.7696647644043,2152160,10605,42.78222632408142,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,On,Off,On,On,On,Off,Off,0.09857463836669922,5.490936279296875,1248872,34.79890275001526,2152160,10605,42.796977519989014,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,Off,On,On,Off,On,On,On,Off,On,Off,Off,Off,On,On,0.0802147388458252,5.491770029067993,1252968,34.771809339523315,2152160,10605,42.87378740310669,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,On,On,On,Off,On,On,Off,On,On,On,Off,On,On,Off,0.07586026191711426,5.494199514389038,1248872,34.75214719772339,2152160,10605,42.9122416973114,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,0.10718917846679688,5.5584187507629395,1255640,34.63068985939026,2152160,10605,42.760990142822266,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,Off,On,On,On,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,0.08999514579772949,5.576884508132935,1252968,34.788105487823486,2152160,10605,43.09068989753723,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,On,Off,Off,Off,On,Off,On,On,On,On,On,Off,On,Off,On,0.07434487342834473,5.51285719871521,1248872,34.61398983001709,2152160,10605,42.65930986404419,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,0.08756303787231445,5.488635778427124,1252968,34.64642858505249,2152160,10605,42.673683166503906,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,Off,Off,On,On,Off,On,Off,On,On,Off,On,On,On,On,On,0.08213210105895996,5.503478288650513,1251544,34.58642935752869,2152160,10605,42.687793493270874,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,On,Off,On,On,Off,Off,0.08607935905456543,5.5664145946502686,1255640,34.74278998374939,2152160,10605,42.869330406188965,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,On,On,Off,Off,Off,On,On,Off,Off,On,Off,Off,On,On,0.09408068656921387,5.508008241653442,1248872,34.74699807167053,2152160,10605,42.86914038658142,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,Off,Off,On,Off,Off,Off,On,Off,On,Off,Off,Off,On,On,Off,0.09137940406799316,5.518843650817871,1252968,34.799755811691284,2152160,10605,42.85169315338135,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,On,On,Off,On,On,On,Off,On,Off,On,On,On,Off,Off,On,0.08791184425354004,5.487049341201782,1248872,34.66271448135376,2152160,10605,42.70106506347656,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,On,On,On,Off,On,Off,0.08890008926391602,5.496586322784424,1251544,34.78749752044678,2152160,10605,42.80634021759033,"[10, 50, 6, 4, 50]"
On,On,On,On,On,Off,On,Off,On,On,On,On,On,On,Off,Off,Off,On,Off,On,0.09655904769897461,5.506525754928589,1252968,34.64372253417969,2152160,10605,42.69404983520508,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,Off,Off,Off,On,On,On,On,Off,Off,Off,On,Off,Off,Off,Off,0.09342575073242188,5.494719505310059,1248872,34.82732081413269,2152160,10605,42.860172510147095,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,On,On,On,Off,Off,Off,Off,On,On,On,Off,On,On,On,On,0.08780598640441895,5.535581588745117,1252968,34.781338930130005,2152160,10605,42.942320346832275,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,On,Off,On,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,Off,0.10547828674316406,5.472223997116089,1251544,34.647048234939575,2152160,10605,42.78576421737671,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,Off,On,Off,On,Off,On,On,Off,On,On,Off,On,On,Off,On,0.09695768356323242,5.560675144195557,1252968,34.77093958854675,2152160,10605,42.997249126434326,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,Off,Off,Off,On,Off,On,On,On,Off,On,On,On,Off,Off,Off,0.08203625679016113,5.4986891746521,1248872,34.60891556739807,2152160,10605,42.68781280517578,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,On,0.09305167198181152,5.507147789001465,1252968,34.78558135032654,2152160,10605,42.84942436218262,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,On,Off,Off,On,Off,On,Off,On,On,Off,Off,Off,On,Off,Off,0.10233092308044434,5.547580718994141,1255640,34.63110423088074,2152160,10605,42.780996561050415,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,On,On,Off,On,Off,On,Off,Off,On,On,On,Off,On,On,0.09255743026733398,5.499910354614258,1248872,34.76867198944092,2152160,10605,42.821067571640015,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,On,Off,On,On,On,On,On,Off,On,On,Off,On,Off,Off,0.09069967269897461,5.54445481300354,1248872,34.667895555496216,2152160,10605,42.79704236984253,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,On,Off,Off,Off,On,On,On,Off,Off,On,Off,On,Off,Off,On,0.09144163131713867,5.549175977706909,1255640,34.749886989593506,2152160,10605,43.090824365615845,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,On,On,On,Off,On,On,On,Off,0.09101176261901855,5.514453411102295,1252968,34.760382413864136,2152160,10605,42.85834527015686,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,Off,On,On,On,Off,Off,On,On,On,On,Off,On,On,On,Off,0.09076976776123047,5.5263988971710205,1252968,34.83495259284973,2152160,10605,43.000662326812744,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,0.09652566909790039,5.522312879562378,1248872,34.623377561569214,2152160,10605,42.79014587402344,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,On,On,On,On,On,Off,On,Off,Off,On,On,On,On,Off,0.09667134284973145,5.50095534324646,1248872,34.662673473358154,2152160,10605,42.74482226371765,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,On,On,On,Off,Off,On,On,Off,On,Off,Off,On,Off,Off,0.08721399307250977,5.551413059234619,1252968,34.767191648483276,2152160,10605,42.95492959022522,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,On,Off,On,Off,Off,Off,On,On,On,On,On,Off,On,Off,On,0.08766722679138184,5.54528546333313,1248872,34.76465392112732,2152160,10605,43.052961587905884,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,Off,On,On,Off,Off,On,Off,0.09876537322998047,5.53886866569519,1251544,34.8447802066803,2152160,10605,43.072511434555054,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,On,Off,Off,On,0.09151744842529297,5.481163501739502,1251544,34.65596079826355,2152160,10605,42.8561577796936,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,On,Off,On,Off,On,On,Off,On,Off,On,Off,On,Off,On,0.09045600891113281,5.559042453765869,1248872,34.788968086242676,2152160,10605,42.96767592430115,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,On,Off,Off,On,On,Off,On,Off,On,On,Off,Off,On,On,On,0.1013343334197998,5.535541772842407,1252968,34.753727197647095,2152160,10605,43.011834144592285,"[10, 50, 6, 4, 50]"
