threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,10,True,0.8787878787878788,10.07018609046936,0
8,25,50,True,0.9999999999999999,50.11793847084046,0
8,35,15,True,0.9636363636363635,15.074386548995971,0
8,35,40,True,0.9999999999999999,40.115429401397705,0
6,30,20,False,0.9393939393939393,20.074993228912355,1
8,40,55,True,0.9878787878787878,55.12302575111389,1
8,35,45,False,0.9878787878787878,45.099516892433165,1
8,35,35,True,0.9515151515151514,35.10483379364014,1
8,15,35,True,0.9393939393939393,35.09835195541382,1
6,20,55,True,0.9878787878787878,55.11505751609802,1
