fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,On,Off,On,Off,Off,Off,On,Off,On,On,On,On,On,On,On,On,On,Off,0.08290505409240723,0.3865315914154053,141424,2.1861371994018555,356663,1676,5.6346518993377686,"[10, 50, 6, 4, 5]"
Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,On,Off,0.09076237678527832,0.2620563507080078,145520,2.0806267261505127,356663,1676,4.971425771713257,"[10, 50, 6, 4, 5]"
On,On,Off,On,On,On,Off,On,Off,On,Off,Off,On,Off,Off,On,Off,On,Off,On,0.08437967300415039,0.276430606842041,144520,2.113598346710205,356663,1676,5.052445888519287,"[10, 50, 6, 4, 5]"
On,Off,On,Off,Off,On,On,On,On,On,On,On,Off,Off,On,Off,Off,Off,Off,On,0.0792691707611084,0.24490594863891602,140424,2.115699291229248,356663,1676,4.883973121643066,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,On,On,Off,Off,On,On,Off,Off,Off,0.08452153205871582,0.2573707103729248,141424,2.0810205936431885,356663,1676,4.964899778366089,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,Off,On,Off,Off,Off,Off,0.10042095184326172,0.26930785179138184,140352,2.0665957927703857,356663,1676,4.975409030914307,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,0.08154940605163574,0.2656588554382324,145520,2.085618495941162,356663,1676,4.941310167312622,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,0.07222628593444824,0.276078462600708,144448,2.0714447498321533,356663,1676,4.890400648117065,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,0.09281706809997559,0.7458436489105225,205976,4.192357778549194,828309,4503,7.556864976882935,"[10, 50, 6, 4, 10]"
On,Off,On,Off,Off,On,On,On,On,On,On,On,Off,Off,On,Off,Off,Off,Off,On,0.0696566104888916,0.7337067127227783,206008,4.138392686843872,828309,4503,7.452815294265747,"[10, 50, 6, 4, 10]"
Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,0.07507443428039551,0.7643799781799316,207208,4.141133069992065,828309,4503,7.459867715835571,"[10, 50, 6, 4, 10]"
Off,Off,On,Off,On,Off,Off,Off,On,Off,On,On,On,On,On,On,On,On,On,Off,0.08365321159362793,0.7745568752288818,207208,4.138227462768555,828309,4503,7.492176532745361,"[10, 50, 6, 4, 10]"
On,Off,On,Off,Off,On,On,On,On,On,On,On,Off,Off,On,Off,Off,Off,Off,On,0.10466361045837402,0.7145326137542725,241528,6.8050360679626465,866233,4708,10.201513528823853,"[10, 50, 6, 4, 25]"
Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,0.08568549156188965,0.6982865333557129,242608,6.750319480895996,866233,4708,10.002442359924316,"[10, 50, 6, 4, 25]"
Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,0.09622049331665039,1.4816553592681885,523192,34.12816047668457,2152160,10605,38.23808002471924,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,Off,On,On,On,Off,Off,Off,Off,Off,On,On,On,On,On,0.09137177467346191,0.7299075126647949,207240,4.16747784614563,828309,4503,7.521792650222778,"[10, 50, 6, 4, 10]"
Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,On,Off,Off,Off,Off,Off,0.08530473709106445,0.7663815021514893,205976,4.127651929855347,828309,4503,7.456631422042847,"[10, 50, 6, 4, 10]"
Off,Off,Off,Off,On,On,Off,On,On,Off,On,On,On,On,Off,Off,On,Off,On,Off,0.09923839569091797,0.7665853500366211,207240,4.1251373291015625,828309,4503,7.594526767730713,"[10, 50, 6, 4, 10]"
Off,Off,On,Off,On,Off,Off,Off,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,On,0.08590841293334961,0.7146170139312744,207208,4.1230387687683105,828309,4503,7.3939149379730225,"[10, 50, 6, 4, 10]"
On,On,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,0.08097624778747559,0.7698423862457275,207208,4.1461827754974365,828309,4503,7.454834461212158,"[10, 50, 6, 4, 10]"
On,On,On,Off,Off,Off,On,On,On,Off,Off,On,On,On,Off,On,On,Off,Off,On,0.09175872802734375,0.7175881862640381,207240,4.118978023529053,828309,4503,7.415180206298828,"[10, 50, 6, 4, 10]"
On,On,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,0.09180569648742676,0.7193608283996582,242608,6.787396192550659,866233,4708,10.209882259368896,"[10, 50, 6, 4, 25]"
Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,On,Off,Off,Off,Off,Off,0.08689713478088379,0.7182259559631348,241456,6.7956383228302,866233,4708,10.153300762176514,"[10, 50, 6, 4, 25]"
Off,Off,On,Off,On,Off,Off,Off,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,On,0.10178184509277344,0.6844370365142822,242608,6.756381273269653,866233,4708,10.034320592880249,"[10, 50, 6, 4, 25]"
Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,On,Off,Off,Off,Off,Off,0.08843469619750977,1.4709138870239258,513704,34.14179968833923,2152160,10605,38.204245805740356,"[10, 50, 6, 4, 50]"
