maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
17525,961,36184,4890,28337,46,224,true,35057,true,32752,13646,88500,true,20471,12925,6653,858,431785,8,1216.69,10.053891658782959,"[6, 25, 10, False]",0.7696969696969697
17525,961,16975,4890,28337,46,224,true,35057,false,32752,13646,88500,true,20471,12925,6653,858,431785,8,1186.93,10.058388710021973,"[6, 25, 10, False]",0.7696969696969697
17525,961,36184,4890,28337,46,224,true,35057,false,32752,13646,88500,true,20471,12925,6653,858,431785,8,1162.38,10.060265302658081,"[6, 25, 10, False]",0.7696969696969697
17525,961,23930,4890,28337,46,224,true,53757,true,32752,13646,88500,true,20471,12925,6653,858,431785,8,1145.1,10.051412582397461,"[6, 25, 10, False]",0.7696969696969697
9296,289,43972,4890,28337,46,224,true,56024,true,32752,13646,29482,true,59512,32281,6653,574,431785,2,1131.3,10.052152395248413,"[6, 25, 10, False]",0.7696969696969697
9296,961,43972,4890,28337,46,161,true,35057,true,32752,13646,88500,true,20471,32281,6653,574,431785,8,1131.21,10.051085948944092,"[6, 25, 10, False]",0.7696969696969697
1231,250,59640,13643,93186,207,474,true,718,false,337556,35843,3925,true,44225,57103,38192,950,194959,5,1126.06,10.049850463867188,"[6, 25, 10, False]",0.7696969696969697
9296,289,43972,42142,69929,109,263,true,56024,true,151022,34061,29482,false,59512,32281,51206,574,389717,2,1121.25,10.052213191986084,"[6, 25, 10, False]",0.7696969696969697
9296,961,43972,4890,28337,46,263,true,35057,true,151022,13646,88500,false,59512,32281,6653,574,389717,2,1121.25,10.055860996246338,"[6, 25, 10, False]",0.7696969696969697
17525,961,16975,4890,28337,46,487,true,35057,true,32752,13646,88500,true,20471,12925,6653,858,431785,8,1118.88,10.047859191894531,"[6, 25, 10, False]",0.7696969696969697
1231,961,36184,13643,93186,257,224,true,35057,true,337556,13646,3925,true,20471,57103,38192,858,431785,5,1107.06,10.056294202804565,"[6, 25, 10, False]",0.7696969696969697
17525,250,59640,13643,93186,207,474,true,35057,false,337556,35843,88500,true,44225,12925,6653,858,194959,5,1102.3,10.06219482421875,"[6, 25, 10, False]",0.7696969696969697
17525,961,23930,4890,28337,46,224,true,35057,false,32752,13646,88500,true,20471,12925,6653,858,431785,8,1098.35,10.064331531524658,"[6, 25, 10, False]",0.7696969696969697
1231,961,59640,13643,93186,207,474,true,53757,true,32752,35843,88500,true,20471,12925,38192,858,431785,8,1098.14,10.059484004974365,"[6, 25, 10, False]",0.7696969696969697
2526,925,32568,56915,5583,147,71,false,47921,true,132098,7995,60306,false,2283,58331,46269,296,380415,4,1096.46,10.054218292236328,"[6, 25, 10, False]",0.7696969696969697
17525,961,16975,4890,28337,46,224,true,35057,false,32752,13646,39835,true,20471,35946,6653,858,431785,8,1096.3,10.0499587059021,"[6, 25, 10, False]",0.7696969696969697
2526,751,32568,56915,69999,102,71,false,12561,true,375670,44409,63028,false,21411,50762,3501,296,32629,4,1092.64,10.05040979385376,"[6, 25, 10, False]",0.7696969696969697
17525,975,23930,42142,42575,109,224,true,30841,false,290131,13646,29482,true,20471,12925,6653,858,431785,7,1091.88,10.061634302139282,"[6, 25, 10, False]",0.7696969696969697
17525,961,34768,4890,28337,46,224,true,35057,false,32752,13646,88500,true,20471,12925,6653,858,431785,8,1091.13,10.053129434585571,"[6, 25, 10, False]",0.7696969696969697
17525,101,32568,56915,28337,147,224,false,47921,true,132098,13646,60306,false,2283,52217,46269,858,431785,8,1090.24,10.051406621932983,"[6, 25, 10, False]",0.7696969696969697
