threads,connections,duration,post,spearman_corr,evaluated_time,front_level
6,25,10,False,0.7696969696969697,10.053193092346191,0
8,35,10,True,0.7212121212121211,10.056291604042054,1
8,25,45,True,0.7575757575757575,45.09682111740112,1
8,25,10,True,0.10303030303030303,10.054080367088318,1
8,50,10,False,-0.6,10.05611252784729,2
8,35,50,False,0.7333333333333332,50.12276220321655,2
8,50,10,True,0.05454545454545454,10.058145451545716,2
8,50,35,False,0.6121212121212121,35.110268926620485,2
8,35,25,True,0.10303030303030303,25.08781991004944,2
8,25,35,True,0.17575757575757575,35.09017865657806,2
