threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,10,True,0.7212121212121211,10.056291604042054,0
8,25,45,True,0.7575757575757575,45.09682111740112,0
8,50,10,False,-0.6,10.05611252784729,0
8,45,40,True,0.28484848484848485,40.11800932884216,1
8,35,25,True,0.10303030303030303,25.08781991004944,1
8,50,10,True,0.05454545454545454,10.058145451545716,1
8,25,35,True,0.17575757575757575,35.09017865657806,1
8,35,50,True,0.6727272727272726,50.120894527435304,1
6,20,50,True,0.41818181818181815,50.09077820777893,1
8,35,50,False,0.7333333333333332,50.12276220321655,1
