threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,45,60,True,0.9999999999999999,60.14319612979889,0
8,30,20,True,0.9272727272727272,20.09924943447113,0
8,35,35,True,0.9757575757575757,35.11219973564148,0
8,40,55,True,0.9999999999999999,55.147952628135684,0
8,35,10,True,0.8060606060606059,10.059768843650819,0
8,35,25,True,0.8909090909090909,25.101701426506043,1
8,50,40,True,0.9636363636363635,40.12339177131653,1
8,25,55,True,0.9636363636363635,55.08823709487915,1
8,15,45,True,0.7696969696969697,45.07127704620361,2
8,15,60,True,0.7454545454545454,60.0778665304184,3
