ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,Off,On,On,Off,On,Off,On,On,Off,On,On,On,Off,Off,On,On,On,0.08918190002441406,5.578956365585327,1255640,34.818036794662476,2152160,10605,43.161359786987305,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,0.0928189754486084,5.552064657211304,1251544,34.625696897506714,2152160,10605,42.799232006073,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,On,On,On,On,On,On,Off,Off,On,On,Off,On,On,On,0.09059929847717285,5.5494468212127686,1248872,34.75191140174866,2152160,10605,42.90294933319092,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,On,On,0.08812594413757324,5.4982850551605225,1252968,34.6132390499115,2152160,10605,42.776827573776245,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,Off,Off,On,On,Off,On,On,Off,On,On,On,On,Off,Off,0.08651423454284668,5.5485663414001465,1248872,34.76497149467468,2152160,10605,42.85306978225708,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,Off,On,Off,Off,On,On,Off,On,On,Off,Off,On,On,Off,0.08368539810180664,5.570817947387695,1252968,34.74632453918457,2152160,10605,42.99208974838257,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,Off,On,Off,On,Off,On,Off,On,Off,On,On,On,Off,On,On,0.08991384506225586,5.481944799423218,1248872,34.80329608917236,2152160,10605,42.86580038070679,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,Off,Off,Off,Off,On,On,Off,Off,Off,Off,On,On,On,On,0.09911942481994629,5.489816427230835,1252968,34.58575773239136,2152160,10605,42.630061626434326,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,On,On,Off,On,Off,Off,Off,On,0.0947723388671875,5.538865566253662,1251544,34.63513684272766,2152160,10605,42.790897607803345,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,On,On,Off,On,On,On,On,On,On,Off,On,On,On,Off,On,0.09243392944335938,5.540329694747925,1248872,34.74400997161865,2152160,10605,42.91834497451782,"[10, 50, 6, 4, 50]"
