inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,10,2,4,10,0.09090909090909088,2.895406889915466,0
70,10,2,2,25,0.406060606060606,3.0704058408737183,0
50,5,2,4,35,0.4545454545454545,3.725285029411316,0
60,15,3,1,15,-0.18787878787878787,2.9085458278656007,1
50,20,1,3,25,0.28484848484848485,3.1058120489120484,1
50,35,3,4,20,0.2121212121212121,4.316249537467956,2
50,20,2,2,35,0.006060606060606061,3.2095284461975098,2
60,5,2,4,35,0.13939393939393938,3.7376694679260254,2
90,10,3,4,20,-0.06666666666666665,3.640450119972229,3
90,20,3,4,10,-0.29696969696969694,3.232810926437378,3
