time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,20,20000,10,0.5,0.9999999999999999,45.35197641849518,0
45,45,30000,6,0.5,0.9272727272727272,72.78411872386933,1
40,25,40000,4,0.5,0.9030303030303028,56.60439028739929,1
50,30,10000,6,0.5,0.8666666666666665,59.84889228343964,2
50,35,20000,6,0.5,0.8909090909090909,66.44795916080474,2
50,20,35000,4,0.5,0.8060606060606059,63.114465141296385,3
55,30,45000,6,0.5,0.8787878787878788,83.91660022735596,3
30,45,45000,10,0.5,0.8181818181818182,85.47901039123535,4
50,35,40000,10,0.5,0.8666666666666665,90.62992699146271,4
40,30,50000,10,0.5,0.6242424242424242,85.63627960681916,5
