ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,Off,Off,Off,On,On,Off,0.08582925796508789,5.6233229637146,1252968,34.87661409378052,2152160,10605,44.48430418968201,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,On,On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,Off,On,0.08256816864013672,5.505295991897583,1248872,34.8388352394104,2152160,10605,42.984384298324585,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,0.1035463809967041,5.541661977767944,1255640,34.70865178108215,2152160,10605,42.80453968048096,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,Off,On,Off,Off,On,On,On,Off,Off,On,Off,Off,On,On,Off,0.09699440002441406,5.492463827133179,1252968,34.80752778053284,2152160,10605,42.91784596443176,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,0.09901833534240723,5.538144826889038,1252968,35.04841947555542,2152160,10605,43.188852310180664,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,Off,On,On,On,Off,Off,On,Off,Off,On,On,On,On,On,0.09591794013977051,5.482085704803467,1251544,34.80260944366455,2152160,10605,42.79539632797241,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,On,0.07271552085876465,5.561062574386597,1248872,34.80753517150879,2152160,10605,42.89355778694153,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,On,On,Off,On,Off,On,Off,Off,0.09701943397521973,5.495776414871216,1251544,34.684505224227905,2152160,10605,42.7799015045166,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,Off,On,Off,On,Off,On,Off,On,On,On,On,On,Off,Off,On,0.09496808052062988,5.512083530426025,1248872,34.69860649108887,2152160,10605,42.78244161605835,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,Off,On,Off,On,On,Off,On,Off,On,Off,On,Off,Off,Off,0.09378862380981445,5.543853759765625,1252968,34.66003966331482,2152160,10605,42.935784101486206,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,Off,Off,Off,On,On,Off,0.09704113006591797,0.24648714065551758,80264,0.2825605869293213,89812,903,3.116208553314209,"[80, 15, 3, 4, 5]"
On,On,Off,Off,On,On,On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,Off,On,0.08972644805908203,0.24750661849975586,76168,0.2856559753417969,89812,903,3.1297199726104736,"[80, 15, 3, 4, 5]"
Off,On,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,0.08996391296386719,0.2361454963684082,78832,0.3080258369445801,89812,903,3.1259469985961914,"[80, 15, 3, 4, 5]"
Off,On,On,On,Off,Off,On,Off,Off,On,On,On,Off,Off,On,Off,Off,On,On,Off,0.1051187515258789,0.26125097274780273,80264,0.27196455001831055,89812,903,3.127666711807251,"[80, 15, 3, 4, 5]"
Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,0.10324311256408691,0.23662853240966797,80264,0.27529430389404297,89812,903,3.0662918090820312,"[80, 15, 3, 4, 5]"
Off,Off,Off,Off,On,On,Off,On,On,On,Off,Off,On,Off,Off,On,On,On,On,On,0.0909264087677002,0.23593688011169434,74736,0.26787853240966797,89812,903,3.0944132804870605,"[80, 15, 3, 4, 5]"
On,On,On,On,On,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,On,0.0976114273071289,0.2400822639465332,76168,0.2741062641143799,89812,903,3.054906129837036,"[80, 15, 3, 4, 5]"
Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,On,On,Off,On,Off,On,Off,Off,0.0927739143371582,0.23697423934936523,74736,0.264620304107666,89812,903,3.138101816177368,"[80, 15, 3, 4, 5]"
On,Off,On,On,Off,Off,On,Off,On,Off,On,Off,On,On,On,On,On,Off,Off,On,0.09372186660766602,0.2390587329864502,76168,0.27800798416137695,89812,903,3.0954549312591553,"[80, 15, 3, 4, 5]"
On,Off,On,Off,On,Off,Off,On,Off,On,On,Off,On,Off,On,Off,On,Off,Off,Off,0.10587239265441895,0.2476503849029541,80264,0.2757241725921631,89812,903,3.105375051498413,"[80, 15, 3, 4, 5]"
On,On,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,Off,Off,Off,On,On,Off,0.08680057525634766,0.18982672691345215,61448,0.1834704875946045,60361,587,2.8427233695983887,"[90, 20, 1, 4, 15]"
On,On,Off,Off,On,On,On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,Off,On,0.09001350402832031,0.2009449005126953,57352,0.1734616756439209,60361,587,2.877079486846924,"[90, 20, 1, 4, 15]"
Off,On,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,0.08013319969177246,0.19322657585144043,64112,0.1610395908355713,60361,587,2.876774549484253,"[90, 20, 1, 4, 15]"
Off,On,On,On,Off,Off,On,Off,Off,On,On,On,Off,Off,On,Off,Off,On,On,Off,0.0884397029876709,0.20423102378845215,61448,0.16949844360351562,60361,587,2.8609085083007812,"[90, 20, 1, 4, 15]"
Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,0.09567904472351074,0.21064090728759766,61448,0.15983104705810547,60361,587,2.9031312465667725,"[90, 20, 1, 4, 15]"
Off,Off,Off,Off,On,On,Off,On,On,On,Off,Off,On,Off,Off,On,On,On,On,On,0.08528518676757812,0.21518826484680176,60016,0.1684870719909668,60361,587,2.9385228157043457,"[90, 20, 1, 4, 15]"
On,On,On,On,On,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,On,0.09576082229614258,0.19660067558288574,57352,0.17030024528503418,60361,587,2.867720603942871,"[90, 20, 1, 4, 15]"
Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,On,On,Off,On,Off,On,Off,Off,0.09193944931030273,0.2038884162902832,60016,0.16824817657470703,60361,587,2.8529374599456787,"[90, 20, 1, 4, 15]"
On,Off,On,On,Off,Off,On,Off,On,Off,On,Off,On,On,On,On,On,Off,Off,On,0.09067964553833008,0.20550870895385742,57352,0.15744256973266602,60361,587,2.8597235679626465,"[90, 20, 1, 4, 15]"
On,Off,On,Off,On,Off,Off,On,Off,On,On,Off,On,Off,On,Off,On,Off,Off,Off,0.09498882293701172,0.22253179550170898,61448,0.18498706817626953,60361,587,2.9559433460235596,"[90, 20, 1, 4, 15]"
On,On,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,Off,Off,Off,On,On,Off,0.08111739158630371,0.18358731269836426,32120,0.10221099853515625,9137,106,2.7710392475128174,"[70, 15, 1, 1, 5]"
On,On,Off,Off,On,On,On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,Off,On,0.09658932685852051,0.17923760414123535,28024,0.09875249862670898,9137,106,2.869802236557007,"[70, 15, 1, 1, 5]"
Off,On,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,0.08794689178466797,0.1677536964416504,30680,0.08498334884643555,9137,106,2.7522265911102295,"[70, 15, 1, 1, 5]"
Off,On,On,On,Off,Off,On,Off,Off,On,On,On,Off,Off,On,Off,Off,On,On,Off,0.07521700859069824,0.16888856887817383,32120,0.07465100288391113,9137,106,2.793818950653076,"[70, 15, 1, 1, 5]"
Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,0.08514046669006348,0.14380264282226562,32120,0.08023262023925781,9137,106,2.792182207107544,"[70, 15, 1, 1, 5]"
Off,Off,Off,Off,On,On,Off,On,On,On,Off,Off,On,Off,Off,On,On,On,On,On,0.08775448799133301,0.17532038688659668,26584,0.10042905807495117,9137,106,2.851325511932373,"[70, 15, 1, 1, 5]"
On,On,On,On,On,On,Off,On,On,On,Off,On,Off,Off,On,On,On,On,On,On,0.07774853706359863,0.15940165519714355,28024,0.09443402290344238,9137,106,2.7113583087921143,"[70, 15, 1, 1, 5]"
Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,On,On,Off,On,Off,On,Off,Off,0.09644055366516113,0.19047212600708008,26584,0.08322691917419434,9137,106,2.7257657051086426,"[70, 15, 1, 1, 5]"
On,Off,On,On,Off,Off,On,Off,On,Off,On,Off,On,On,On,On,On,Off,Off,On,0.08114862442016602,0.16539359092712402,28024,0.08570575714111328,9137,106,2.793048620223999,"[70, 15, 1, 1, 5]"
On,Off,On,Off,On,Off,Off,On,Off,On,On,Off,On,Off,On,Off,On,Off,Off,Off,0.09072017669677734,0.1796562671661377,32120,0.09580588340759277,9137,106,2.746782064437866,"[70, 15, 1, 1, 5]"
